"","R","P","microbe1","microbe2"
"cor12227",-0.0363340444221153,0.846136818862819,"Coprococcus","Fusobacterium"
"cor12228",0.0729281325522219,0.696625029353953,"Coprococcus","Sneathia"
"cor12229",-0.157409983543982,0.397722138744529,"Coprococcus","Brevundimonas"
"cor12230",-0.157684034226834,0.39689063350002,"Coprococcus","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"cor12231",-0.159618952362654,0.391048170218415,"Coprococcus","Mesorhizobium"
"cor12232",-0.156330723407593,0.401006409922329,"Coprococcus","Phyllobacterium"
"cor12233",-0.159505444034757,0.391389534889479,"Coprococcus","Paracoccus"
"cor12234",-0.133688583752766,0.473382435159094,"Coprococcus","Sphingomonas"
"cor12235",0.519717894803809,0.0027311140005614,"Coprococcus","Succinivibrio"
"cor12236",-0.154217161181855,0.407482632985403,"Coprococcus","Achromobacter"
"cor12237",0.237094729877197,0.199056748700992,"Coprococcus","Parasutterella"
"cor12238",0.201224946467867,0.277707721927697,"Coprococcus","Sutterella"
"cor12239",0.116425020705346,0.532814431911662,"Coprococcus","Citrobacter"
"cor12240",0.254220148031939,0.167565704696361,"Coprococcus","Enterobacter"
"cor12241",-0.124642450549459,0.504086366222513,"Coprococcus","Escherichia/Shigella"
"cor12242",0.279055209527851,0.128448710626868,"Coprococcus","Klebsiella"
"cor12243",0.266949839138084,0.146576364327412,"Coprococcus","Raoultella"
"cor12244",-0.149790579529679,0.421235896657522,"Coprococcus","Salmonella"
"cor12245",NA,NA,"Coprococcus","Proteus"
"cor12246",0.325297977454798,0.0741514461207482,"Coprococcus","Haemophilus"
"cor12247",-0.15686141260804,0.399389558640869,"Coprococcus","Pseudomonas"
"cor12248",-0.1653296119547,0.374095925755349,"Coprococcus","Stenotrophomonas"
"cor12249",-0.0590552821525417,0.752329367085752,"Coprococcus","Cloacibacillus"
"cor12320",1,0,"Dorea","Dorea"
"cor12321",-0.0683009566449261,0.715049471280658,"Dorea","Eisenbergiella"
"cor12322",-0.148145439118676,0.426412261429092,"Dorea","Epulopiscium"
"cor12323",-0.15776902366265,0.396632966515645,"Dorea","Frisingicoccus"
"cor12324",-0.0323627546709241,0.862786222256788,"Dorea","Fusicatenibacter"
"cor12325",0.00200272306937485,0.991468823141854,"Dorea","GCA-900066575"
"cor12326",0.0405561056762129,0.828507319230363,"Dorea","GCA-900066755"
"cor12327",0.0393896575921404,0.833370104813667,"Dorea","Howardella"
"cor12328",-0.0834707839166171,0.655288270812997,"Dorea","Hungatella"
"cor12329",0.410338007686793,0.0218592894984591,"Dorea","Lachnoclostridium"
"cor12330",0.130932996450418,0.482630712403595,"Dorea","Lachnospira"
"cor12331",0.00566896635856262,0.975854457937061,"Dorea","Lachnospiraceae_AC2044_group"
"cor12332",0.196220971356458,0.290080919070688,"Dorea","Lachnospiraceae_FCS020_group"
"cor12333",0.096314627117469,0.606258847964934,"Dorea","Lachnospiraceae_ND3007_group"
"cor12334",-0.115148609202451,0.537346035572932,"Dorea","Lachnospiraceae_NK4A136_group"
"cor12335",-0.142772340495267,0.443561008140541,"Dorea","Lachnospiraceae_NK4B4_group"
"cor12336",-0.0733873468830329,0.694805546413383,"Dorea","Lachnospiraceae_UCG-001"
"cor12337",-0.100637618053692,0.590113801953855,"Dorea","Lachnospiraceae_UCG-004"
"cor12338",0.381002135073215,0.0344593505897957,"Dorea","Lachnospiraceae_UCG-010"
"cor12339",-0.0220658177590269,0.906208162606432,"Dorea","Lachnospiraceae_XPB1014_group"
"cor12340",-0.121066591485642,0.516491644199916,"Dorea","Lactonifactor"
"cor12341",0.190727029693844,0.304063988579065,"Dorea","Marvinbryantia"
"cor12342",-0.0259108228013708,0.889956009129414,"Dorea","Moryella"
"cor12343",0.180773074111997,0.330459086374585,"Dorea","Roseburia"
"cor12344",0.00899252192916283,0.961707001852298,"Dorea","Sellimonas"
"cor12345",-0.0632718756154751,0.735253793889006,"Dorea","Shuttleworthia"
"cor12346",0.120953336466182,0.516886978570696,"Dorea","Tuzzerella"
"cor12347",0.54154489237944,0.00165359359862016,"Dorea","Tyzzerella"
"cor12348",0.0146372424848068,0.937707383436152,"Dorea","UC5-1-2E3"
"cor12349",-0.0551545990011459,0.768228720253623,"Dorea","Monoglobus"
"cor12350",0.302045408139609,0.0986491682854614,"Dorea","Butyricicoccus"
"cor12351",0.1224695886375,0.511606605120488,"Dorea","UCG-008"
"cor12352",-0.0138851703049865,0.940902322557481,"Dorea","UCG-009"
"cor12353",0.0863051598616845,0.644337398058665,"Dorea","Acetanaerobacterium"
"cor12354",-0.0470092705772475,0.801721830357787,"Dorea","Ethanoligenens"
"cor12355",-0.13502729096648,0.468923046874134,"Dorea","Colidextribacter"
"cor12356",0.0819536251746182,0.661179117379476,"Dorea","Flavonifractor"
"cor12357",-0.056126883900471,0.76425671602606,"Dorea","Intestinimonas"
"cor12358",-0.0202495766972498,0.913898451260333,"Dorea","NK4A214_group"
"cor12359",-0.120718616150281,0.517706779010948,"Dorea","Oscillibacter"
"cor12360",0.201567340457928,0.276873733327651,"Dorea","Oscillospira"
"cor12361",-0.178033968177651,0.337961430949864,"Dorea","Pseudoflavonifractor"
"cor12362",0.0251263559027303,0.893268471903436,"Dorea","UCG-002"
"cor12363",0.553373021368315,0.00124197130157391,"Dorea","UCG-003"
"cor12364",-0.105322410699708,0.572832752362212,"Dorea","UCG-005"
"cor12365",-0.117947226585257,0.527434252475492,"Dorea","UCG-007"
"cor12366",-0.125746558876419,0.500286352881097,"Dorea","Hydrogenoanaerobacterium"
"cor12367",-0.0700729756021275,0.707974406831128,"Dorea","Anaerofilum"
"cor12368",0.364011636960582,0.0441035165761776,"Dorea","Anaerotruncus"
"cor12369",-0.00811311337782749,0.965449462946264,"Dorea","Angelakisella"
"cor12370",-0.181777818240825,0.327732917989891,"Dorea","CAG-352"
"cor12371",0.426756577002231,0.0166562793915239,"Dorea","Candidatus_Soleaferrea"
"cor12372",0.0826424645672824,0.658501991258097,"Dorea","Caproiciproducens"
"cor12373",-0.00316646216993397,0.9865119057338,"Dorea","DTU089"
"cor12374",0.0357001022622408,0.848790414629941,"Dorea","Faecalibacterium"
"cor12375",0.0459793618760422,0.805982778815974,"Dorea","Fournierella"
"cor12376",0.353532554124479,0.0510542702911789,"Dorea","Harryflintia"
"cor12377",0.05206795323363,0.780876168118394,"Dorea","Incertae_Sedis"
"cor12378",0.0913362062211432,0.625079578218302,"Dorea","Negativibacillus"
"cor12379",0.227163142941048,0.219086995964117,"Dorea","Paludicola"
"cor12380",0.686972845097537,1.97029517984099e-05,"Dorea","Phocea"
"cor12381",-0.0323743761039795,0.862737412171375,"Dorea","Pygmaiobacter"
"cor12382",0.129692956976249,0.486822641783291,"Dorea","Ruminococcus"
"cor12383",-0.0612505217927272,0.743424595717545,"Dorea","Subdoligranulum"
"cor12384",0.547020399018305,0.00145025481413494,"Dorea","UBA1819"
"cor12385",-0.0539399217029951,0.773199052339013,"Dorea","Peptococcus"
"cor12386",0.415120110838343,0.0202217746500472,"Dorea","Family_XIII_AD3011_group"
"cor12387",0.419324893170959,0.0188669439287849,"Dorea","Family_XIII_UCG-001"
"cor12388",-0.105713609260444,0.571400075377396,"Dorea","Intestinibacter"
"cor12389",0.0990994386228302,0.595836920637302,"Dorea","Paeniclostridium"
"cor12390",0.133314362098479,0.474632949416077,"Dorea","Romboutsia"
"cor12391",-0.0401689400705181,0.830120686436651,"Dorea","Terrisporobacter"
"cor12392",0.0572262060043847,0.759772807381766,"Dorea","Fenollaria"
"cor12393",0.333306356792228,0.066906326736164,"Dorea","Acidaminococcus"
"cor12394",0.107038243632113,0.566560931026643,"Dorea","Phascolarctobacterium"
"cor12395",0.211996249554873,0.252245659255523,"Dorea","Succiniclasticum"
"cor12396",NA,NA,"Dorea","Megamonas"
"cor12397",0.142906481076252,0.443128398685796,"Dorea","Mitsuokella"
"cor12398",-0.0375019103610467,0.841252636014895,"Dorea","Allisonella"
"cor12399",0.291189318245222,0.111990689595209,"Dorea","Dialister"
"cor12400",-0.0449312274086355,0.81032473922317,"Dorea","Megasphaera"
"cor12401",0.0521831345856475,0.780403206128127,"Dorea","Veillonella"
"cor12402",0.104932299344344,0.574263053559596,"Dorea","Fusobacterium"
"cor12403",-0.101459329641196,0.587066316246965,"Dorea","Sneathia"
"cor12404",0.0618406551078583,0.741036258934754,"Dorea","Brevundimonas"
"cor12405",0.0570988489176011,0.760291882286016,"Dorea","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"cor12406",0.0713047372329082,0.70307039312543,"Dorea","Mesorhizobium"
"cor12407",0.0596031515039537,0.750104013976141,"Dorea","Phyllobacterium"
"cor12408",0.0556802854462209,0.766080449137469,"Dorea","Paracoccus"
"cor12409",0.0792151659669121,0.671862324845554,"Dorea","Sphingomonas"
"cor12410",-0.0356058110905542,0.849185244087724,"Dorea","Succinivibrio"
"cor12411",0.0635113104509904,0.734287797736814,"Dorea","Achromobacter"
"cor12412",-0.0481603122882775,0.79696633598238,"Dorea","Parasutterella"
"cor12413",0.106637298934651,0.568023692860462,"Dorea","Sutterella"
"cor12414",-0.10897907475999,0.559504525633669,"Dorea","Citrobacter"
"cor12415",0.0293251270803004,0.875560772483699,"Dorea","Enterobacter"
"cor12416",0.00127368555766813,0.994574310489095,"Dorea","Escherichia/Shigella"
"cor12417",0.307390421362854,0.0925395070387688,"Dorea","Klebsiella"
"cor12418",0.325795063313721,0.0736847741673776,"Dorea","Raoultella"
"cor12419",-0.105514758298885,0.572128120639544,"Dorea","Salmonella"
"cor12420",NA,NA,"Dorea","Proteus"
"cor12421",-0.023941679934434,0.898274170462825,"Dorea","Haemophilus"
"cor12422",0.0623871656256051,0.738826573976503,"Dorea","Pseudomonas"
"cor12423",0.0477946264037899,0.798476391258301,"Dorea","Stenotrophomonas"
"cor12424",-0.167815796371764,0.366852366862844,"Dorea","Cloacibacillus"
"cor12496",1,0,"Eisenbergiella","Eisenbergiella"
"cor12497",-0.144019428520918,0.439547915627571,"Eisenbergiella","Epulopiscium"
"cor12498",0.208471020896032,0.260403029527172,"Eisenbergiella","Frisingicoccus"
"cor12499",0.380945231228558,0.0344885324823233,"Eisenbergiella","Fusicatenibacter"
"cor12500",0.697448178861617,1.29827149605336e-05,"Eisenbergiella","GCA-900066575"
"cor12501",0.671044970439367,3.59995151594744e-05,"Eisenbergiella","GCA-900066755"
"cor12502",-0.12028557687843,0.519220912326845,"Eisenbergiella","Howardella"
"cor12503",0.377184443195644,0.0364619464691393,"Eisenbergiella","Hungatella"
"cor12504",0.23692882664422,0.199380557216535,"Eisenbergiella","Lachnoclostridium"
"cor12505",-0.100535198064664,0.590494130644984,"Eisenbergiella","Lachnospira"
"cor12506",-0.0942884182607693,0.613889918502216,"Eisenbergiella","Lachnospiraceae_AC2044_group"
"cor12507",-0.185200276368674,0.31855090836724,"Eisenbergiella","Lachnospiraceae_FCS020_group"
"cor12508",-0.146080399847281,0.432959260653053,"Eisenbergiella","Lachnospiraceae_ND3007_group"
"cor12509",0.391102056225633,0.0295873067055297,"Eisenbergiella","Lachnospiraceae_NK4A136_group"
"cor12510",-0.166079681584925,0.37190180695416,"Eisenbergiella","Lachnospiraceae_NK4B4_group"
"cor12511",-0.0806695370026737,0.666180589469627,"Eisenbergiella","Lachnospiraceae_UCG-001"
"cor12512",0.227168168663728,0.219076525785667,"Eisenbergiella","Lachnospiraceae_UCG-004"
"cor12513",0.0360104188668409,0.847491266825648,"Eisenbergiella","Lachnospiraceae_UCG-010"
"cor12514",-0.0246385646234575,0.895329095612195,"Eisenbergiella","Lachnospiraceae_XPB1014_group"
"cor12515",0.764747830675718,5.47208488443045e-07,"Eisenbergiella","Lactonifactor"
"cor12516",-0.260264452034595,0.157348080703885,"Eisenbergiella","Marvinbryantia"
"cor12517",-0.0954080583123948,0.609668185946483,"Eisenbergiella","Moryella"
"cor12518",0.0025660446009195,0.989069319108698,"Eisenbergiella","Roseburia"
"cor12519",0.168579171215895,0.36464499070565,"Eisenbergiella","Sellimonas"
"cor12520",0.0201784052581936,0.914199963880593,"Eisenbergiella","Shuttleworthia"
"cor12521",-0.0464854624895044,0.803888244491187,"Eisenbergiella","Tuzzerella"
"cor12522",-0.108501976114324,0.561235394181059,"Eisenbergiella","Tyzzerella"
"cor12523",0.750031910852009,1.18874972042809e-06,"Eisenbergiella","UC5-1-2E3"
"cor12524",0.666290893962197,4.27977557614898e-05,"Eisenbergiella","Monoglobus"
"cor12525",-0.11224154983634,0.547734819116406,"Eisenbergiella","Butyricicoccus"
"cor12526",-0.156118361750969,0.40165445387406,"Eisenbergiella","UCG-008"
"cor12527",-0.0696022595516977,0.709851515368203,"Eisenbergiella","UCG-009"
"cor12528",0.803872485000422,5.14311593128129e-08,"Eisenbergiella","Acetanaerobacterium"
"cor12529",-0.100247774554513,0.591562025885825,"Eisenbergiella","Ethanoligenens"
"cor12530",0.548514465009494,0.0013987090972006,"Eisenbergiella","Colidextribacter"
"cor12531",0.145892906259961,0.43355640487261,"Eisenbergiella","Flavonifractor"
"cor12532",0.196128276575565,0.290313385999829,"Eisenbergiella","Intestinimonas"
"cor12533",-0.177257222569563,0.340107623610452,"Eisenbergiella","NK4A214_group"
"cor12534",0.784468142435337,1.76537971660892e-07,"Eisenbergiella","Oscillibacter"
"cor12535",0.26980308603977,0.142145656113209,"Eisenbergiella","Oscillospira"
"cor12536",0.133572807929917,0.473769132851262,"Eisenbergiella","Pseudoflavonifractor"
"cor12537",-0.176846675852096,0.341245322017997,"Eisenbergiella","UCG-002"
"cor12538",0.0827087877025662,0.658244449068164,"Eisenbergiella","UCG-003"
"cor12539",0.186104740829715,0.316151277855491,"Eisenbergiella","UCG-005"
"cor12540",-0.188251405107922,0.310501100983684,"Eisenbergiella","UCG-007"
"cor12541",0.194302508847652,0.294916377981125,"Eisenbergiella","Hydrogenoanaerobacterium"
"cor12542",0.246040858864951,0.182131653822875,"Eisenbergiella","Anaerofilum"
"cor12543",0.326484940506081,0.0730408786764994,"Eisenbergiella","Anaerotruncus"
"cor12544",0.263982884110636,0.151288870884303,"Eisenbergiella","Angelakisella"
"cor12545",0.0168492314872945,0.928316138779486,"Eisenbergiella","CAG-352"
"cor12546",0.00741847517473075,0.968406118414026,"Eisenbergiella","Candidatus_Soleaferrea"
"cor12547",0.698155914015525,1.2614002164502e-05,"Eisenbergiella","Caproiciproducens"
"cor12548",0.65197648487765,7.0766144218286e-05,"Eisenbergiella","DTU089"
"cor12549",0.474957403825145,0.00693482646857687,"Eisenbergiella","Faecalibacterium"
"cor12550",-0.120304648365467,0.519154182812673,"Eisenbergiella","Fournierella"
"cor12551",0.0936366610757981,0.61635305065659,"Eisenbergiella","Harryflintia"
"cor12552",0.219800059725455,0.234793461251362,"Eisenbergiella","Incertae_Sedis"
"cor12553",0.0960483601768949,0.60725936155592,"Eisenbergiella","Negativibacillus"
"cor12554",0.111102309409931,0.551831538083194,"Eisenbergiella","Paludicola"
"cor12555",-0.0115560070151443,0.950802532289417,"Eisenbergiella","Phocea"
"cor12556",0.237356707523451,0.198546164496193,"Eisenbergiella","Pygmaiobacter"
"cor12557",-0.0802356882038947,0.667873609237851,"Eisenbergiella","Ruminococcus"
"cor12558",-0.224236435362219,0.225242148547852,"Eisenbergiella","Subdoligranulum"
"cor12559",0.271787202474036,0.139122546459795,"Eisenbergiella","UBA1819"
"cor12560",-0.123149302601758,0.509248180563226,"Eisenbergiella","Peptococcus"
"cor12561",0.176477307799428,0.342270876436985,"Eisenbergiella","Family_XIII_AD3011_group"
"cor12562",-0.0954081961373251,0.609667667014654,"Eisenbergiella","Family_XIII_UCG-001"
"cor12563",0.148420043011127,0.42554579766621,"Eisenbergiella","Intestinibacter"
"cor12564",-0.0819424827338344,0.661222455562988,"Eisenbergiella","Paeniclostridium"
"cor12565",-0.0945347185315005,0.6129601677165,"Eisenbergiella","Romboutsia"
"cor12566",-0.00696646056555585,0.970330295091122,"Eisenbergiella","Terrisporobacter"
"cor12567",0.13878572930868,0.456521819796001,"Eisenbergiella","Fenollaria"
"cor12568",-0.0933815256453124,0.61731838024181,"Eisenbergiella","Acidaminococcus"
"cor12569",0.50687777095998,0.00361392327237087,"Eisenbergiella","Phascolarctobacterium"
"cor12570",-0.0910465892672787,0.626181777769427,"Eisenbergiella","Succiniclasticum"
"cor12571",NA,NA,"Eisenbergiella","Megamonas"
"cor12572",-0.123420864904724,0.508307442806301,"Eisenbergiella","Mitsuokella"
"cor12573",-0.0918373407444931,0.623174278762593,"Eisenbergiella","Allisonella"
"cor12574",-0.128584258977138,0.490586287821979,"Eisenbergiella","Dialister"
"cor12575",-0.119229446460769,0.522922757890642,"Eisenbergiella","Megasphaera"
"cor12576",0.0541580591646579,0.772305801198241,"Eisenbergiella","Veillonella"
"cor12577",-0.0842892423854888,0.652118736910345,"Eisenbergiella","Fusobacterium"
"cor12578",-0.0903517121154675,0.628829506235028,"Eisenbergiella","Sneathia"
"cor12579",0.143033868747988,0.442717779218331,"Eisenbergiella","Brevundimonas"
"cor12580",0.141828411254938,0.446611675749099,"Eisenbergiella","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"cor12581",0.14315321437853,0.442333269404173,"Eisenbergiella","Mesorhizobium"
"cor12582",0.141831596422248,0.446601362687183,"Eisenbergiella","Phyllobacterium"
"cor12583",0.140857094405697,0.449762626148007,"Eisenbergiella","Paracoccus"
"cor12584",0.146926970286089,0.43026865690525,"Eisenbergiella","Sphingomonas"
"cor12585",-0.0903517121154674,0.628829506235028,"Eisenbergiella","Succinivibrio"
"cor12586",0.14065664238088,0.45041437459089,"Eisenbergiella","Achromobacter"
"cor12587",0.0390821289150173,0.83465316998303,"Eisenbergiella","Parasutterella"
"cor12588",0.00286863851026072,0.987780438383986,"Eisenbergiella","Sutterella"
"cor12589",0.0138645953012853,0.940989741792384,"Eisenbergiella","Citrobacter"
"cor12590",-0.112955420502453,0.545175014875001,"Eisenbergiella","Enterobacter"
"cor12591",0.169429734035711,0.36219478345767,"Eisenbergiella","Escherichia/Shigella"
"cor12592",-0.131956998032628,0.479183153863541,"Eisenbergiella","Klebsiella"
"cor12593",-0.100750944738992,0.589693096690958,"Eisenbergiella","Raoultella"
"cor12594",0.290524026008048,0.112850041919439,"Eisenbergiella","Salmonella"
"cor12595",NA,NA,"Eisenbergiella","Proteus"
"cor12596",-0.0840448947133901,0.653064369375076,"Eisenbergiella","Haemophilus"
"cor12597",0.142652818799369,0.4439466634623,"Eisenbergiella","Pseudomonas"
"cor12598",0.136261746262407,0.46483052847275,"Eisenbergiella","Stenotrophomonas"
"cor12599",0.121862504489945,0.51371757918175,"Eisenbergiella","Cloacibacillus"
"cor12672",1,1.55017652127766e-228,"Epulopiscium","Epulopiscium"
"cor12673",-0.0905123922592104,0.628216854315676,"Epulopiscium","Frisingicoccus"
"cor12674",0.486365580616484,0.00553238290215155,"Epulopiscium","Fusicatenibacter"
"cor12675",-0.0851580883155854,0.648760575576476,"Epulopiscium","GCA-900066575"
"cor12676",-0.0624799562500399,0.738451599474401,"Epulopiscium","GCA-900066755"
"cor12677",-0.0823787688757113,0.659526338611885,"Epulopiscium","Howardella"
"cor12678",-0.073489360164272,0.694401578501046,"Epulopiscium","Hungatella"
"cor12679",-0.0765322091204898,0.682390265257233,"Epulopiscium","Lachnoclostridium"
"cor12680",-0.1502073110008,0.419930235797296,"Epulopiscium","Lachnospira"
"cor12681",0.0585235629260402,0.754490987479569,"Epulopiscium","Lachnospiraceae_AC2044_group"
"cor12682",0.120439813700505,0.518681371008513,"Epulopiscium","Lachnospiraceae_FCS020_group"
"cor12683",-0.108236233293442,0.562200546636615,"Epulopiscium","Lachnospiraceae_ND3007_group"
"cor12684",0.103572540555277,0.579260937182531,"Epulopiscium","Lachnospiraceae_NK4A136_group"
"cor12685",-0.0519938108573969,0.781180654964917,"Epulopiscium","Lachnospiraceae_NK4B4_group"
"cor12686",0.0645447147554667,0.73012312862841,"Epulopiscium","Lachnospiraceae_UCG-001"
"cor12687",0.143506582834019,0.44119584266408,"Epulopiscium","Lachnospiraceae_UCG-004"
"cor12688",0.0914561070144708,0.624623502139387,"Epulopiscium","Lachnospiraceae_UCG-010"
"cor12689",0.188095678166846,0.310908848379963,"Epulopiscium","Lachnospiraceae_XPB1014_group"
"cor12690",-0.0495184396183287,0.791364454041828,"Epulopiscium","Lactonifactor"
"cor12691",-0.129588158316068,0.4871777633554,"Epulopiscium","Marvinbryantia"
"cor12692",0.248480781680954,0.177696606688516,"Epulopiscium","Moryella"
"cor12693",-0.0526622210224977,0.778436790967513,"Epulopiscium","Roseburia"
"cor12694",0.35983804472647,0.0467751091175329,"Epulopiscium","Sellimonas"
"cor12695",-0.103008462393449,0.581339902868584,"Epulopiscium","Shuttleworthia"
"cor12696",0.814782559680261,2.41800997099156e-08,"Epulopiscium","Tuzzerella"
"cor12697",-0.0408132906759971,0.8274359756103,"Epulopiscium","Tyzzerella"
"cor12698",-0.0800303026180015,0.668675650157572,"Epulopiscium","UC5-1-2E3"
"cor12699",0.277074896254678,0.1312952742564,"Epulopiscium","Monoglobus"
"cor12700",0.0184626959372848,0.921471885800049,"Epulopiscium","Butyricicoccus"
"cor12701",-0.120880513162903,0.517141258112093,"Epulopiscium","UCG-008"
"cor12702",-0.0470183391386819,0.801684336423148,"Epulopiscium","UCG-009"
"cor12703",-0.14482356879744,0.436970723445603,"Epulopiscium","Acetanaerobacterium"
"cor12704",0.0644739888720935,0.73040791869452,"Epulopiscium","Ethanoligenens"
"cor12705",-0.0286519249528597,0.87839615863291,"Epulopiscium","Colidextribacter"
"cor12706",0.193069077692991,0.298052076685233,"Epulopiscium","Flavonifractor"
"cor12707",-0.0461986667165329,0.805075006955886,"Epulopiscium","Intestinimonas"
"cor12708",-0.114596786572997,0.539310815986808,"Epulopiscium","NK4A214_group"
"cor12709",-0.0803925587975733,0.667261263608952,"Epulopiscium","Oscillibacter"
"cor12710",-0.11300351108366,0.545002773671034,"Epulopiscium","Oscillospira"
"cor12711",0.746255123439518,1.4384180396081e-06,"Epulopiscium","Pseudoflavonifractor"
"cor12712",0.0312274186937654,0.867557004870227,"Epulopiscium","UCG-002"
"cor12713",-0.0693063288448035,0.711032474964911,"Epulopiscium","UCG-003"
"cor12714",-0.0809223172959002,0.665194899805939,"Epulopiscium","UCG-005"
"cor12715",-0.0903864592127973,0.628696999661493,"Epulopiscium","UCG-007"
"cor12716",-0.0629660199118708,0.736488341003751,"Epulopiscium","Hydrogenoanaerobacterium"
"cor12717",-0.0828982404566823,0.65750898863364,"Epulopiscium","Anaerofilum"
"cor12718",0.00691756526610792,0.970538447020036,"Epulopiscium","Anaerotruncus"
"cor12719",-0.0880685294113976,0.637560982195547,"Epulopiscium","Angelakisella"
"cor12720",-0.129100720194447,0.488831239951539,"Epulopiscium","CAG-352"
"cor12721",-0.123607500317066,0.507661407092017,"Epulopiscium","Candidatus_Soleaferrea"
"cor12722",-0.105874756993655,0.570810377909018,"Epulopiscium","Caproiciproducens"
"cor12723",-0.0580020964724262,0.756612697726685,"Epulopiscium","DTU089"
"cor12724",-0.0175916566307856,0.925166147138407,"Epulopiscium","Faecalibacterium"
"cor12725",-0.066033488881774,0.724136554070617,"Epulopiscium","Fournierella"
"cor12726",-0.0146754658252493,0.937545028697949,"Epulopiscium","Harryflintia"
"cor12727",0.0743136581541959,0.691140420578921,"Epulopiscium","Incertae_Sedis"
"cor12728",-0.00950021929971653,0.959546774836031,"Epulopiscium","Negativibacillus"
"cor12729",-0.104986918239122,0.574062702891302,"Epulopiscium","Paludicola"
"cor12730",-0.0584154649046722,0.754930666377203,"Epulopiscium","Phocea"
"cor12731",-0.0569422511774566,0.760930274763629,"Epulopiscium","Pygmaiobacter"
"cor12732",-0.118540557522002,0.525344280713678,"Epulopiscium","Ruminococcus"
"cor12733",0.885558903513418,3.62512220684462e-11,"Epulopiscium","Subdoligranulum"
"cor12734",-0.130067073699748,0.485555988305089,"Epulopiscium","UBA1819"
"cor12735",0.0445252340563628,0.812008085357005,"Epulopiscium","Peptococcus"
"cor12736",-0.0626328036493229,0.737834059137227,"Epulopiscium","Family_XIII_AD3011_group"
"cor12737",-0.104296060624935,0.576599183464247,"Epulopiscium","Family_XIII_UCG-001"
"cor12738",0.0332895988303217,0.858895044324013,"Epulopiscium","Intestinibacter"
"cor12739",0.0467286116217842,0.802882427242389,"Epulopiscium","Paeniclostridium"
"cor12740",0.0306080864715695,0.870161432139217,"Epulopiscium","Romboutsia"
"cor12741",-0.108594321422559,0.56090018274945,"Epulopiscium","Terrisporobacter"
"cor12742",-0.0492783987606871,0.792353819371229,"Epulopiscium","Fenollaria"
"cor12743",-0.0634630906921661,0.734482307636382,"Epulopiscium","Acidaminococcus"
"cor12744",0.00821105828867927,0.965032605895464,"Epulopiscium","Phascolarctobacterium"
"cor12745",-0.045886385998191,0.806367710113981,"Epulopiscium","Succiniclasticum"
"cor12746",NA,NA,"Epulopiscium","Megamonas"
"cor12747",-0.0803726820596223,0.667338841014205,"Epulopiscium","Mitsuokella"
"cor12748",-0.0586791129216649,0.753858434243019,"Epulopiscium","Allisonella"
"cor12749",-0.0882146881052656,0.637000588102887,"Epulopiscium","Dialister"
"cor12750",-0.0782392762420899,0.675684799158169,"Epulopiscium","Megasphaera"
"cor12751",-0.0859202880622927,0.64582016740828,"Epulopiscium","Veillonella"
"cor12752",-0.0627185093921666,0.737487857365468,"Epulopiscium","Fusobacterium"
"cor12753",-0.0576544422408256,0.758028178794923,"Epulopiscium","Sneathia"
"cor12754",-0.057394762014913,0.759085973791528,"Epulopiscium","Brevundimonas"
"cor12755",-0.0576544422408257,0.758028178794922,"Epulopiscium","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"cor12756",-0.0590876205784549,0.75219795948014,"Epulopiscium","Mesorhizobium"
"cor12757",-0.0554346965452255,0.767083862177554,"Epulopiscium","Phyllobacterium"
"cor12758",-0.0583204092620441,0.755317358745415,"Epulopiscium","Paracoccus"
"cor12759",-0.0642450180531498,0.731330150855207,"Epulopiscium","Sphingomonas"
"cor12760",-0.0576544422408256,0.758028178794923,"Epulopiscium","Succinivibrio"
"cor12761",-0.0594849634645827,0.750583907974455,"Epulopiscium","Achromobacter"
"cor12762",0.0600569761986478,0.748262144117573,"Epulopiscium","Parasutterella"
"cor12763",-0.123686893456619,0.507386712745575,"Epulopiscium","Sutterella"
"cor12764",0.0133102118869954,0.94334546062946,"Epulopiscium","Citrobacter"
"cor12765",0.0558699097877002,0.765305947001981,"Epulopiscium","Enterobacter"
"cor12766",-0.149691395561696,0.421546981852339,"Epulopiscium","Escherichia/Shigella"
"cor12767",-0.0926798412363426,0.619976498655052,"Epulopiscium","Klebsiella"
"cor12768",-0.067661744155049,0.717607365756882,"Epulopiscium","Raoultella"
"cor12769",-0.0670535409652517,0.720043960281102,"Epulopiscium","Salmonella"
"cor12770",NA,NA,"Epulopiscium","Proteus"
"cor12771",-0.0594835600701083,0.750589606905947,"Epulopiscium","Haemophilus"
"cor12772",-0.0565366679634993,0.762584407161379,"Epulopiscium","Pseudomonas"
"cor12773",-0.0604161760681264,0.746805277396706,"Epulopiscium","Stenotrophomonas"
"cor12774",-0.113784147578703,0.542210431817421,"Epulopiscium","Cloacibacillus"
"cor12848",1,0,"Frisingicoccus","Frisingicoccus"
"cor12849",-0.184812466767402,0.319583255052039,"Frisingicoccus","Fusicatenibacter"
"cor12850",0.230685073529374,0.211832977245083,"Frisingicoccus","GCA-900066575"
"cor12851",0.00327871347328582,0.986033797325197,"Frisingicoccus","GCA-900066755"
"cor12852",-0.0185930805288137,0.92091903347209,"Frisingicoccus","Howardella"
