asv,A1,A2,A13,A14,A15,A17,A18,A19,A20,A21,A22,A23,A3,A24,A26,A28,A29,A30,A32,A37,A39,A42,A47,A4,A49,MWR072,MWR101,MWR102,MWR065,MWR091,MWR098,MWR084,MWR095,MWR063,A5,MWR080,MWR094,MWR115,MWR111,MWR092,MWR097,MWR073,MWR107,MWR112,MWR078,A6,MWR104,MWR070,MWR113,MWR082,MWR088,MWR118,MWR067,MWR108,MWR085,MWR090,A7,MWR077,MWR089,MWR068,MWR069,MWR106,MWR100,MWR081,A8,A9,A10
Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Tannerellaceae.Parabacteroides.merdae,3032,67,4767,0,1364,8036,2964,3624,7,18,2674,0,9410,274,11,5,42,92,18,0,0,4326,1342,15,0,507,1269,1832,7,6423,2136,2088,1200,0,8,226,0,1361,0,1247,545,2,1925,115,4,0,626,107,137,0,3077,762,2240,230,58,5,90,732,187,22,15009,0,0,229,6,2696,0
Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Tannerellaceae.Parabacteroides.NA,0,0,1577,0,258,38,504,0,0,21,0,0,3,0,3,23,0,0,90,13726,360,0,0,339,3522,2,0,101,0,0,8,0,254,0,0,0,0,80,0,0,0,3,71,0,0,11173,0,0,0,0,0,0,0,0,39,5,0,0,0,6,0,0,0,0,2,1076,0
Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Flavobacteriaceae.Flavobacterium.ceti,2,0,0,0,14,0,0,2,3,5567,9,180,3,6,0,0,0,0,0,6,17,15,14,50,33,0,0,0,0,0,5,0,0,0,8,4,2,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,5,0,0,6,0,0,0,0,0,3,0,5,12,3
Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Flavobacteriaceae.Flavobacterium.NA,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Flavobacteriaceae.NA.NA,0,0,34,17,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,111,0,0,0,0,0,0,0,82,0,0,2,0,0,0,34,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Bacteroidota.Bacteroidia.NA.NA.NA.NA,0,0,0,4,0,22,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,26,12,52,12,0,0,0,0,0,5,0,5,0,0,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Bacteria.Bacteroidota.Bacteroidia.Sphingobacteriales.Sphingobacteriaceae.Pedobacter.NA,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Bacteroidota.Bacteroidia.Sphingobacteriales.Sphingobacteriaceae.Pedobacter.nutrimenti,7,6,0,7,12,21,12,18,5,8141,10,12,18,0,2,0,0,0,8,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,0
Bacteria.Bacteroidota.Bacteroidia.Sphingobacteriales.Sphingobacteriaceae.Sphingobacterium.spiritivorum,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Bacteroidota.NA.NA.NA.NA.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Cyanobacteria.Cyanobacteriia.Chloroplast.NA.NA.NA,6,0,0,0,0,16,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,83,24,0,0,0,0,0,0,0,0,0,4,0,0,3,40,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,119
Bacteria.Cyanobacteria.Vampirivibrionia.Gastranaerophilales.NA.NA.NA,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,14,451,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Desulfobacterota.Desulfovibrionia.Desulfovibrionales.Desulfovibrionaceae.Bilophila.wadsworthia,5,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0
Bacteria.Desulfobacterota.Desulfovibrionia.Desulfovibrionales.Desulfovibrionaceae.Desulfovibrio.fairfieldensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Desulfobacterota.Desulfovibrionia.Desulfovibrionales.Desulfovibrionaceae.Desulfovibrio.NA,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0
Bacteria.Desulfobacterota.Desulfovibrionia.Desulfovibrionales.Desulfovibrionaceae.Desulfovibrio.piger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Elusimicrobiota.Elusimicrobia.Elusimicrobiales.Elusimicrobiaceae.Elusimicrobium.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Acholeplasmatales.Acholeplasmataceae.Anaeroplasma.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Alicyclobacillales.Alicyclobacillaceae.Tumebacillus.NA,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae.Bacillus.NA,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae.NA.NA,0,0,0,0,0,21,0,0,0,0,0,0,0,24,13,0,19,14,24,0,0,0,0,0,0,27,0,0,0,71,0,0,229,0,2,0,91,0,0,0,0,4,4,0,89,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Bacillales.Planococcaceae.Lysinibacillus.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Bacillales.Planococcaceae.Rummeliibacillus.pycnus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Bacillales.Planococcaceae.Solibacillus.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Candidatus_Stoquefichus.NA,0,37,10,0,0,1894,0,0,0,63,0,0,0,6,0,0,0,0,29,8,0,0,0,136,0,0,0,0,0,0,0,4,6,17,0,441,4,0,0,0,0,0,0,111,13,0,0,0,18,0,0,0,0,23,0,0,36,2,0,0,0,0,0,0,217,4,0
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Catenibacterium.mitsuokai,0,0,0,0,4049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7668,0,0,0,0,0,0,0,0,0,0,3,18,0,0,497,0,0,0,2,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Catenibacterium.NA,31406,26232,23728,17,0,10,3724,9,0,0,5,8,0,56,96,74,90,262,515,0,3,0,0,9,0,1297,0,0,0,0,0,2303,0,0,6,0,0,0,0,0,912,0,133,0,0,1094,16595,0,0,0,1167,2,0,0,0,0,1010,76,0,12,0,0,0,0,25,14945,158
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Coprobacillus.cateniformis,0,0,0,0,17,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,23,0,455,0,0,0,0,0,0,15,0,379,0,38,10,0,0,8,0,0,7,0,14,0,0,0,0,0,3,3,5,0,0,0,0,12,0,0,0,0,2,40,0,0,11,45
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Erysipelatoclostridium.NA,84,470,112,16,7,200,68,26,483,2199,175,9,245,31,2,11,16,16,23,0,27,30,0,259,1421,78,201,135,3,63,75,44,158,45,0,385,141,0,97,46,13,130,15,10,169,370,6,14,300,28,33,14,0,146,0,0,72,0,55,113,0,276,279,0,182,693,288
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Erysipelatoclostridium.ramosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,12,0,4,0,8,0,59,0,0,24,0,61,74,3,0,2,5,18,0,0,0,0,0,0,0,157,0,0,0,8,0,0,0,0,2,44,124,0,0,0,0
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Erysipelotrichaceae_UCG-003.bacterium,6401,8,2104,480,12,11,23,13471,0,20,10832,0,23434,15,37,246,0,134,137,950,108,0,849,14828,0,10,1985,418,61,960,3120,35,0,2140,0,0,662,2582,1371,338,0,284,198,0,221,18,343,66,3486,283,964,0,76,2508,1247,1492,3601,152,149,104,150,0,0,93,235,5808,31
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Erysipelotrichaceae_UCG-003.NA,19,0,0,0,0,0,0,1350,0,0,159,0,9,0,11,23,21,34,84,0,0,373,388,1724,0,28,275,152,0,83,38,30,1826,137,0,0,0,32,10,0,0,103,0,0,0,0,38,0,1046,0,0,0,65,254,0,0,0,2,0,113,0,0,4480,105,0,0,0
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.NA.NA,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,32,0,49,0,0,0,0,0,0,0,4,0,0,0,48,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Catenisphaera.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Dielma.fastidiosa,21,0,0,0,7,0,57,4,63,42,23,0,10,0,9,0,0,0,0,8,0,16,0,28,0,0,26,0,0,9,4,0,28,0,40,13,0,7,0,0,0,0,0,0,0,0,93,0,0,63,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Dielma.NA,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,0,0,17,58,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Faecalicoccus.acidiformans,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Faecalicoccus.pleomorphus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Faecalitalea.cylindroides,0,20,1941,0,183,9,481,111,3,2816,0,6,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,61,11,0,0,0,0,1377,52
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Faecalitalea.NA,114,120,51,34,19,1080,174,46,4113,11410,18,27,17893,21,17,35,20,11,61,0,0,0,0,1214,0,0,57,0,0,7,41,56,16,0,0,792,171,116,25,5,0,0,19,1472,248,1722,0,0,11,12,0,45,0,781,0,0,248,2,0,7,0,289,0,0,3,174,3448
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Holdemanella.biformis,0,0,0,0,0,0,12,7222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Holdemanella.NA,0,0,0,0,2355,0,0,1352,0,0,0,0,0,8,114,45,459,1487,43,1354,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,9,0,0,0,0,0,0,0,0,0,2309,0,43,0,1377,0,0,367,3,3523,0,0,0,187,0,0,0
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Holdemania.filiformis,106,33,46,48,77,0,120,36,480,0,35,0,236,0,11,13,0,0,0,0,0,30,9,109,972,0,0,3,22,31,51,0,14,0,71,76,28,47,0,0,0,21,0,43,31,167,10,0,60,0,3,66,0,20,3,5,0,0,9,9,0,139,0,0,44,410,0
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Holdemania.massiliensis,0,0,0,0,8,0,0,0,0,0,0,0,559,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,13,0,12,0,0,0,15,47,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Holdemania.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,39,2,4,32,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,37,0,0,0,0,4,0,0,0,0,0,0,0,0,195,12,0,0,0,58,0,0,0,0,6
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Merdibacter.massiliensis,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Merdibacter.NA,0,0,0,653,0,253,0,0,3,0,0,0,0,35,0,22,0,0,0,0,41,22,0,0,0,6,0,15,3,0,0,0,0,0,0,121,351,3,37,0,42,0,121,0,136,0,18,0,6,19,0,0,18,0,0,0,86,14,0,0,0,6,27,16,0,8,0
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.NA.NA,316,561,309,5,5,1098,291,84,567,70,390,0,60,0,19,27,2,26,24,0,0,84,0,180,137,276,70,6,2,30,61,7,192,33,238,66,53,39,68,6,10,74,146,20,127,31,91,0,8,152,6,13,0,117,0,8,20,5,2,31,0,190,96,0,42,648,74
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Solobacterium.NA,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Turicibacter.NA,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,25,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,2,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Turicibacter.sanguinis,31,104,2,931,30,56,84,136,0,618,413,0,8,0,4,5,10,13,5,0,143,108,0,59,0,196,389,36,125,12,0,49,15,64,4,1653,286,0,166,87,0,443,7,0,34,0,29,0,646,0,0,6,14,81,0,3,24,390,17,82,0,6,330,7,8,1059,635
Bacteria.Firmicutes.Bacilli.Erysipelotrichales.NA.NA.NA,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Izemoplasmatales.NA.NA.NA,0,0,0,58,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,3,0,0,31,0,0,22,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Lactobacillales.Aerococcaceae.Abiotrophia.defectiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
Bacteria.Firmicutes.Bacilli.Lactobacillales.Carnobacteriaceae.Granulicatella.elegans,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Lactobacillales.Carnobacteriaceae.Granulicatella.NA,174,0,0,0,4,20,0,2,0,53,10,0,29,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,7,0,0,0,13,0,3,2,2,4,0,6,6,0,2,0,0,0,0,0,17,11,0,0,0,0,0,0,4,0,0,11,27
Bacteria.Firmicutes.Bacilli.Lactobacillales.Carnobacteriaceae.NA.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Lactobacillales.Enterococcaceae.Enterococcus.durans,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Lactobacillales.Enterococcaceae.Enterococcus.NA,325,0,139,0,0,0,0,0,5,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,134,0,0,0,2,4,0,38,0,6,0,18,0,0,0,0,0,57,0,0,310,0,0,40,0,7,0,0,0,0,23,12,54,120,0,45,241,0,441,18
Bacteria.Firmicutes.Bacilli.Lactobacillales.Enterococcaceae.Enterococcus.pallens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.algidus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.crispatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.delbrueckii,23,0,0,0,20,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,31,0
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.iners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,18,0,0,0,0,0,0,0,253,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.jensenii,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.NA,20,0,6,0,18,28,0,0,81,2,0,56,0,28,9,10,0,79,0,0,0,21,0,22,483,13,41,5729,22,24,430,106,154,0,0,85,7,0,5,0,3,8,0,0,81,0,120,2802,65,35,0,0,40,0,813,235,0,10,131,102,330,13,0,0,9,503,528
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.oris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.paracasei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.reuteri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.ruminis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1779,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.sanfranciscensis,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.NA.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Lactobacillales.Leuconostocaceae.Weissella.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,5,0,51,0,0,0,6,0,0,0,0,0,0,0
