"","R","P","microbe1","microbe2"
"cor8424",0.166090032991131,0.484030423129877,"Staphylococcus","Oscillibacter"
"cor8425",-0.0840605095324824,0.724576800979501,"Staphylococcus","Oscillospira"
"cor8426",-0.0617725337112626,0.795855965537362,"Staphylococcus","Pseudoflavonifractor"
"cor8427",-0.14640571764778,0.537946684106776,"Staphylococcus","UCG-002"
"cor8428",-0.091920365428975,0.699919710607565,"Staphylococcus","UCG-003"
"cor8429",-0.017263416469231,0.94241236871542,"Staphylococcus","UCG-005"
"cor8430",-0.0526315789473685,0.825581450455932,"Staphylococcus","Hydrogenoanaerobacterium"
"cor8431",-0.175044181139871,0.460426809418771,"Staphylococcus","Anaerofilum"
"cor8432",-0.148231493220422,0.532832682793738,"Staphylococcus","Anaerotruncus"
"cor8433",-0.0625679274192442,0.793281573803362,"Staphylococcus","Angelakisella"
"cor8434",-0.0526315789473684,0.825581450455932,"Staphylococcus","CAG-352"
"cor8435",-0.256492323958087,0.275008728671679,"Staphylococcus","Candidatus_Soleaferrea"
"cor8436",-0.0666500601872172,0.780102142592935,"Staphylococcus","Caproiciproducens"
"cor8437",-0.166708547277504,0.482380970741425,"Staphylococcus","DTU089"
"cor8438",-0.217488576491894,0.356995998802648,"Staphylococcus","Faecalibacterium"
"cor8439",-0.0721479105365823,0.76244344906415,"Staphylococcus","Fournierella"
"cor8440",-0.120035161776517,0.61420692939344,"Staphylococcus","Incertae_Sedis"
"cor8441",-0.127053724818859,0.593489033697461,"Staphylococcus","Negativibacillus"
"cor8442",-0.0672320066547603,0.778227896771315,"Staphylococcus","Paludicola"
"cor8443",-0.132584053748965,0.577373691953057,"Staphylococcus","Phocea"
"cor8444",-0.124335223433738,0.60147900962044,"Staphylococcus","Pygmaiobacter"
"cor8445",-0.162625042100612,0.493322275987609,"Staphylococcus","Ruminococcus"
"cor8446",-0.225599725092564,0.338892205744079,"Staphylococcus","Subdoligranulum"
"cor8447",0.00989007266280396,0.966990895021348,"Staphylococcus","UBA1819"
"cor8448",-0.0768692731313759,0.747368106822086,"Staphylococcus","Peptococcus"
"cor8449",0.0766346441928705,0.74811524619238,"Staphylococcus","Family_XIII_AD3011_group"
"cor8450",-0.135245007808942,0.569687487292887,"Staphylococcus","Family_XIII_UCG-001"
"cor8451",-0.0325466203847447,0.891650313784582,"Staphylococcus","Intestinibacter"
"cor8452",-0.159290526937271,0.502345881126293,"Staphylococcus","Romboutsia"
"cor8453",-0.100390880431868,0.673667484369302,"Staphylococcus","Terrisporobacter"
"cor8454",0.572546544866043,0.00833232898811176,"Staphylococcus","Anaerococcus"
"cor8455",-0.0543404631261458,0.820005667888356,"Staphylococcus","Acidaminococcus"
"cor8456",-0.204941913894441,0.386069539905604,"Staphylococcus","Phascolarctobacterium"
"cor8457",NA,NA,"Staphylococcus","Succiniclasticum"
"cor8458",NA,NA,"Staphylococcus","Megamonas"
"cor8459",NA,NA,"Staphylococcus","Mitsuokella"
"cor8460",-0.0762622464629085,0.749301532599768,"Staphylococcus","Allisonella"
"cor8461",-0.103796031777943,0.663213603470239,"Staphylococcus","Dialister"
"cor8462",-0.0711282519248942,0.765710272729095,"Staphylococcus","Megasphaera"
"cor8463",-0.104836905457145,0.660029916213396,"Staphylococcus","Veillonella"
"cor8464",-0.0349576426298664,0.883674282800022,"Staphylococcus","Fusobacterium"
"cor8465",0.118423845035083,0.619004077371346,"Staphylococcus","TM7x"
"cor8466",NA,NA,"Staphylococcus","Succinivibrio"
"cor8467",0.140655711655988,0.55419790355949,"Staphylococcus","Ralstonia"
"cor8468",NA,NA,"Staphylococcus","Comamonas"
"cor8469",-0.059894582997609,0.80194220844648,"Staphylococcus","Oxalobacter"
"cor8470",-0.0853299564110525,0.720575978393334,"Staphylococcus","Parasutterella"
"cor8471",-0.089336200977129,0.707995994041849,"Staphylococcus","Sutterella"
"cor8472",NA,NA,"Staphylococcus","Citrobacter"
"cor8473",NA,NA,"Staphylococcus","Enterobacter"
"cor8474",0.974511483603876,3.93171494011632e-13,"Staphylococcus","Escherichia/Shigella"
"cor8475",NA,NA,"Staphylococcus","Klebsiella"
"cor8476",-0.0952898511255634,0.689435588163754,"Staphylococcus","Haemophilus"
"cor8477",-0.0526315789473684,0.825581450455932,"Staphylococcus","Pseudomonas"
"cor8478",NA,NA,"Staphylococcus","Cloacibacillus"
"cor8479",0.394537203305727,0.08516926800364,"Staphylococcus","Akkermansia"
"cor8533",1,0,"Christensenella","Christensenella"
"cor8534",0.0691877939573684,0.771937679539594,"Christensenella","Christensenellaceae_R-7_group"
"cor8535",-0.00165082981008451,0.994488793497898,"Christensenella","Ruminiclostridium"
"cor8536",-0.0916534810380619,0.70075238614438,"Christensenella","Clostridium_sensu_stricto_1"
"cor8537",0.280536739435912,0.230893679709015,"Christensenella","Anaerofustis"
"cor8538",-0.0874434277049653,0.713930633020196,"Christensenella","Eubacterium"
"cor8539",0.148296855363847,0.532650021023356,"Christensenella","Defluviitaleaceae_UCG-011"
"cor8540",-0.0166541208549302,0.944441808242383,"Christensenella","Agathobacter"
"cor8541",NA,NA,"Christensenella","Anaerosporobacter"
"cor8542",-0.0508367369323513,0.831446363163458,"Christensenella","Anaerostipes"
"cor8543",0.0854116708282913,0.720318683135414,"Christensenella","Blautia"
"cor8544",-0.123617224031073,0.603596666755207,"Christensenella","CAG-56"
"cor8545",0.0188994384524202,0.936964836387079,"Christensenella","Coprococcus"
"cor8546",0.0303488533759167,0.89892962198287,"Christensenella","Dorea"
"cor8547",-0.123729107379377,0.603266478248975,"Christensenella","Eisenbergiella"
"cor8548",-0.0904896697225441,0.704387292098288,"Christensenella","FD2005"
"cor8549",-0.149001658952891,0.530682210915825,"Christensenella","Frisingicoccus"
"cor8550",0.0549518771734174,0.81801273722632,"Christensenella","Fusicatenibacter"
"cor8551",-0.161373931093454,0.496698605771349,"Christensenella","GCA-900066575"
"cor8552",0.335153455216287,0.148595114422365,"Christensenella","GCA-900066755"
"cor8553",-0.151872471867799,0.522701930446152,"Christensenella","Howardella"
"cor8554",0.0916319358942176,0.700819621040053,"Christensenella","Hungatella"
"cor8555",-0.0365032196214206,0.878566892072863,"Christensenella","Lachnoclostridium"
"cor8556",-0.207291504840355,0.380527021705989,"Christensenella","Lachnospira"
"cor8557",0.60184740063786,0.00499171458672044,"Christensenella","Lachnospiraceae_AC2044_group"
"cor8558",-0.135839606426479,0.567976101748716,"Christensenella","Lachnospiraceae_FCS020_group"
"cor8559",-0.115491593888046,0.627771915571384,"Christensenella","Lachnospiraceae_ND3007_group"
"cor8560",-0.215430082707631,0.361677334609201,"Christensenella","Lachnospiraceae_NK4A136_group"
"cor8561",0.445023618295465,0.0492762015326509,"Christensenella","Lachnospiraceae_NK4B4_group"
"cor8562",-0.114422019102284,0.630982162933121,"Christensenella","Lachnospiraceae_UCG-001"
"cor8563",-0.00915629340210991,0.969438817766471,"Christensenella","Lachnospiraceae_UCG-002"
"cor8564",-0.090489669722544,0.704387292098288,"Christensenella","Lachnospiraceae_UCG-003"
"cor8565",-0.167138262695655,0.481236652787001,"Christensenella","Lachnospiraceae_UCG-004"
"cor8566",-0.123446226842876,0.604101454527763,"Christensenella","Lachnospiraceae_UCG-010"
"cor8567",-0.158189147278419,0.505343762572982,"Christensenella","Lactonifactor"
"cor8568",0.439194187755466,0.0526927134832211,"Christensenella","Marvinbryantia"
"cor8569",-0.129286549205893,0.586959957986747,"Christensenella","Roseburia"
"cor8570",-0.0969948582050233,0.68415102679626,"Christensenella","Sellimonas"
"cor8571",-0.172382758276321,0.467380291215892,"Christensenella","Shuttleworthia"
"cor8572",-0.0998532876641487,0.675323241737819,"Christensenella","Tuzzerella"
"cor8573",-0.0606131363829392,0.799612134320106,"Christensenella","Tyzzerella"
"cor8574",-0.0756693368942759,0.751191385535128,"Christensenella","UC5-1-2E3"
"cor8575",-0.0680272811259652,0.775668503315968,"Christensenella","Monoglobus"
"cor8576",-0.119700147382915,0.615203087883964,"Christensenella","Butyricicoccus"
"cor8577",-0.110586491380299,0.642546288690248,"Christensenella","UCG-008"
"cor8578",-0.130585842040302,0.583174709585844,"Christensenella","UCG-009"
"cor8579",-0.112349562825263,0.637220585338639,"Christensenella","Acetanaerobacterium"
"cor8580",0.0767520683200311,0.747741300249914,"Christensenella","Colidextribacter"
"cor8581",-0.21082052842436,0.372286818247185,"Christensenella","Flavonifractor"
"cor8582",-0.15236257284766,0.521345203043167,"Christensenella","Intestinimonas"
"cor8583",-0.0759711506099911,0.750229206715216,"Christensenella","NK4A214_group"
"cor8584",-0.142828985323894,0.54802986172539,"Christensenella","Oscillibacter"
"cor8585",-0.104980611682217,0.659590806641742,"Christensenella","Oscillospira"
"cor8586",-0.0634383322772858,0.79046675720255,"Christensenella","Pseudoflavonifractor"
"cor8587",0.470693887273683,0.036206810022554,"Christensenella","UCG-002"
"cor8588",-0.0543434631745881,0.819995886495926,"Christensenella","UCG-003"
"cor8589",0.47533541096159,0.0341637676787003,"Christensenella","UCG-005"
"cor8590",-0.0904896697225441,0.704387292098288,"Christensenella","Hydrogenoanaerobacterium"
"cor8591",-0.229264504551596,0.330892620366235,"Christensenella","Anaerofilum"
"cor8592",0.420317132053657,0.0650050045929813,"Christensenella","Anaerotruncus"
"cor8593",0.0656991116114089,0.783167325854506,"Christensenella","Angelakisella"
"cor8594",-0.0904896697225441,0.704387292098288,"Christensenella","CAG-352"
"cor8595",0.219337601143206,0.352820920763721,"Christensenella","Candidatus_Soleaferrea"
"cor8596",-0.0321509523982307,0.892960221751344,"Christensenella","Caproiciproducens"
"cor8597",0.139320865448696,0.558001692677054,"Christensenella","DTU089"
"cor8598",-0.202297960087298,0.392359944561323,"Christensenella","Faecalibacterium"
"cor8599",-0.124044171316913,0.602337065329779,"Christensenella","Fournierella"
"cor8600",-0.0889014893066001,0.709357578881164,"Christensenella","Incertae_Sedis"
"cor8601",-0.14462317065671,0.542961214112029,"Christensenella","Negativibacillus"
"cor8602",0.465651132950856,0.0385328969251031,"Christensenella","Paludicola"
"cor8603",0.196295490669539,0.406849629456633,"Christensenella","Phocea"
"cor8604",-0.168857725285571,0.476671329797116,"Christensenella","Pygmaiobacter"
"cor8605",0.346366271826995,0.134648976928722,"Christensenella","Ruminococcus"
"cor8606",0.180387740539172,0.446627005653496,"Christensenella","Subdoligranulum"
"cor8607",-0.00856681693766475,0.971405531113844,"Christensenella","UBA1819"
"cor8608",-0.132161627611934,0.578597966843072,"Christensenella","Peptococcus"
"cor8609",0.270510966851402,0.248691692633934,"Christensenella","Family_XIII_AD3011_group"
"cor8610",-0.133548473981418,0.574582797929287,"Christensenella","Family_XIII_UCG-001"
"cor8611",-0.162569415859825,0.493472153565399,"Christensenella","Intestinibacter"
"cor8612",0.161760335403602,0.495654630172129,"Christensenella","Romboutsia"
"cor8613",0.154814667890085,0.514582141922973,"Christensenella","Terrisporobacter"
"cor8614",0.43840311624816,0.0531699279788554,"Christensenella","Anaerococcus"
"cor8615",-0.0767907925102356,0.747617992050113,"Christensenella","Acidaminococcus"
"cor8616",0.0896044349728295,0.70715626838793,"Christensenella","Phascolarctobacterium"
"cor8617",NA,NA,"Christensenella","Succiniclasticum"
"cor8618",NA,NA,"Christensenella","Megamonas"
"cor8619",NA,NA,"Christensenella","Mitsuokella"
"cor8620",0.0116933777828991,0.960976233922759,"Christensenella","Allisonella"
"cor8621",-0.17417543995369,0.46269073024239,"Christensenella","Dialister"
"cor8622",0.0400436942503553,0.866885024014105,"Christensenella","Megasphaera"
"cor8623",-0.174834630761516,0.460972374415855,"Christensenella","Veillonella"
"cor8624",-0.094389640351764,0.692231347503178,"Christensenella","Fusobacterium"
"cor8625",0.684893915079059,0.000862759788765564,"Christensenella","TM7x"
"cor8626",NA,NA,"Christensenella","Succinivibrio"
"cor8627",-0.159135720743382,0.502766733299229,"Christensenella","Ralstonia"
"cor8628",NA,NA,"Christensenella","Comamonas"
"cor8629",0.587631747842119,0.00643818254623029,"Christensenella","Oxalobacter"
"cor8630",-0.19090056692978,0.420117653641172,"Christensenella","Parasutterella"
"cor8631",-0.0543544095604106,0.819960196990794,"Christensenella","Sutterella"
"cor8632",NA,NA,"Christensenella","Citrobacter"
"cor8633",NA,NA,"Christensenella","Enterobacter"
"cor8634",-0.0828374081317991,0.728438073916405,"Christensenella","Escherichia/Shigella"
"cor8635",NA,NA,"Christensenella","Klebsiella"
"cor8636",-0.159483713157846,0.501820928916895,"Christensenella","Haemophilus"
"cor8637",-0.0904896697225441,0.704387292098288,"Christensenella","Pseudomonas"
"cor8638",NA,NA,"Christensenella","Cloacibacillus"
"cor8639",0.567385862715487,0.00907614118272225,"Christensenella","Akkermansia"
"cor8694",1,2.43353200219516e-142,"Christensenellaceae_R-7_group","Christensenellaceae_R-7_group"
"cor8695",0.353046874698694,0.12679360042018,"Christensenellaceae_R-7_group","Ruminiclostridium"
"cor8696",-0.0276707147371605,0.90781044883653,"Christensenellaceae_R-7_group","Clostridium_sensu_stricto_1"
"cor8697",0.325303000817212,0.161652321616484,"Christensenellaceae_R-7_group","Anaerofustis"
"cor8698",0.475336982848936,0.0341630913687736,"Christensenellaceae_R-7_group","Eubacterium"
"cor8699",0.254088430934873,0.279689441029484,"Christensenellaceae_R-7_group","Defluviitaleaceae_UCG-011"
"cor8700",-0.390587610952084,0.0886257854448086,"Christensenellaceae_R-7_group","Agathobacter"
"cor8701",NA,NA,"Christensenellaceae_R-7_group","Anaerosporobacter"
"cor8702",-0.0695771436885345,0.77068707012572,"Christensenellaceae_R-7_group","Anaerostipes"
"cor8703",-0.427211843731717,0.0602799842541103,"Christensenellaceae_R-7_group","Blautia"
"cor8704",-0.0607714215102819,0.799099076822379,"Christensenellaceae_R-7_group","CAG-56"
"cor8705",-0.0204599355880882,0.931771290563721,"Christensenellaceae_R-7_group","Coprococcus"
"cor8706",-0.206646877202495,0.382043186356622,"Christensenellaceae_R-7_group","Dorea"
"cor8707",-0.18613724466574,0.432022675845303,"Christensenellaceae_R-7_group","Eisenbergiella"
"cor8708",-0.156512061748473,0.509925150450369,"Christensenellaceae_R-7_group","FD2005"
"cor8709",0.478851277448974,0.032676972022868,"Christensenellaceae_R-7_group","Frisingicoccus"
"cor8710",-0.368740312933392,0.10963293089509,"Christensenellaceae_R-7_group","Fusicatenibacter"
"cor8711",-0.126814087804821,0.594191565468121,"Christensenellaceae_R-7_group","GCA-900066575"
"cor8712",0.26862716055934,0.252130974803642,"Christensenellaceae_R-7_group","GCA-900066755"
"cor8713",0.121003096309275,0.611332453396805,"Christensenellaceae_R-7_group","Howardella"
"cor8714",-0.184559017109208,0.436006137169567,"Christensenellaceae_R-7_group","Hungatella"
"cor8715",-0.494520686855819,0.0266551126763406,"Christensenellaceae_R-7_group","Lachnoclostridium"
"cor8716",-0.176555551485378,0.4565017453198,"Christensenellaceae_R-7_group","Lachnospira"
"cor8717",0.297877794940643,0.202108082692544,"Christensenellaceae_R-7_group","Lachnospiraceae_AC2044_group"
"cor8718",0.530913786858636,0.0160149557564236,"Christensenellaceae_R-7_group","Lachnospiraceae_FCS020_group"
"cor8719",-0.195897839430119,0.407819716570148,"Christensenellaceae_R-7_group","Lachnospiraceae_ND3007_group"
"cor8720",-0.0139804761645661,0.953350909981698,"Christensenellaceae_R-7_group","Lachnospiraceae_NK4A136_group"
"cor8721",0.485455584627579,0.030021252246805,"Christensenellaceae_R-7_group","Lachnospiraceae_NK4B4_group"
"cor8722",-0.0877401224701136,0.712999314482258,"Christensenellaceae_R-7_group","Lachnospiraceae_UCG-001"
"cor8723",0.0448083398051799,0.851206240727458,"Christensenellaceae_R-7_group","Lachnospiraceae_UCG-002"
"cor8724",0.55394881729542,0.0112694252619263,"Christensenellaceae_R-7_group","Lachnospiraceae_UCG-003"
"cor8725",-0.211647800288202,0.370369892244888,"Christensenellaceae_R-7_group","Lachnospiraceae_UCG-004"
"cor8726",0.0134181802985545,0.955225301186876,"Christensenellaceae_R-7_group","Lachnospiraceae_UCG-010"
"cor8727",-0.195419899308858,0.408987336590864,"Christensenellaceae_R-7_group","Lactonifactor"
"cor8728",0.626294602717602,0.00313267445301794,"Christensenellaceae_R-7_group","Marvinbryantia"
"cor8729",-0.135871326553378,0.567884867451857,"Christensenellaceae_R-7_group","Roseburia"
"cor8730",-0.0655058325736879,0.783790698130097,"Christensenellaceae_R-7_group","Sellimonas"
"cor8731",0.171167861595527,0.470572025714482,"Christensenellaceae_R-7_group","Shuttleworthia"
"cor8732",-0.0714046734410648,0.764824283459248,"Christensenellaceae_R-7_group","Tuzzerella"
"cor8733",-0.0177469962624112,0.940801905544449,"Christensenellaceae_R-7_group","Tyzzerella"
"cor8734",-0.00621727667389847,0.979245944837666,"Christensenellaceae_R-7_group","UC5-1-2E3"
"cor8735",0.245239121987928,0.297343638220821,"Christensenellaceae_R-7_group","Monoglobus"
"cor8736",-0.0399683279945695,0.867133428469511,"Christensenellaceae_R-7_group","Butyricicoccus"
"cor8737",-0.0715613297537234,0.764322291701589,"Christensenellaceae_R-7_group","UCG-008"
"cor8738",0.432081246242111,0.0571029381075312,"Christensenellaceae_R-7_group","UCG-009"
"cor8739",0.0590454321984694,0.804697849776937,"Christensenellaceae_R-7_group","Acetanaerobacterium"
"cor8740",0.394732798225879,0.0850007182692013,"Christensenellaceae_R-7_group","Colidextribacter"
"cor8741",-0.203008170691633,0.390664685161024,"Christensenellaceae_R-7_group","Flavonifractor"
"cor8742",-0.0104046461320806,0.965274421600503,"Christensenellaceae_R-7_group","Intestinimonas"
"cor8743",0.574126522122166,0.00811482793908128,"Christensenellaceae_R-7_group","NK4A214_group"
"cor8744",-0.131457554435013,0.580640984200561,"Christensenellaceae_R-7_group","Oscillibacter"
"cor8745",-0.0507246950959409,0.831812764395508,"Christensenellaceae_R-7_group","Oscillospira"
"cor8746",-0.0308480791214849,0.89727541444628,"Christensenellaceae_R-7_group","Pseudoflavonifractor"
"cor8747",0.47945894885284,0.0324252079412586,"Christensenellaceae_R-7_group","UCG-002"
"cor8748",0.244665679701733,0.298510592567915,"Christensenellaceae_R-7_group","UCG-003"
"cor8749",0.604028075948522,0.00479566957117616,"Christensenellaceae_R-7_group","UCG-005"
"cor8750",0.658193332778855,0.0016053739503142,"Christensenellaceae_R-7_group","Hydrogenoanaerobacterium"
"cor8751",0.284106589417984,0.224761528094162,"Christensenellaceae_R-7_group","Anaerofilum"
"cor8752",0.362951080551916,0.115755789257858,"Christensenellaceae_R-7_group","Anaerotruncus"
"cor8753",0.072728516990783,0.760585001393281,"Christensenellaceae_R-7_group","Angelakisella"
"cor8754",-0.0464560053321646,0.845796534878388,"Christensenellaceae_R-7_group","CAG-352"
"cor8755",0.450840066623665,0.0460390520311455,"Christensenellaceae_R-7_group","Candidatus_Soleaferrea"
"cor8756",0.004006189226913,0.986626028008083,"Christensenellaceae_R-7_group","Caproiciproducens"
"cor8757",-0.172463250319077,0.467169213485645,"Christensenellaceae_R-7_group","DTU089"
"cor8758",-0.233713074930688,0.321333628188476,"Christensenellaceae_R-7_group","Faecalibacterium"
"cor8759",0.221286694660699,0.348450598092884,"Christensenellaceae_R-7_group","Fournierella"
"cor8760",0.290604013532259,0.213875634260421,"Christensenellaceae_R-7_group","Incertae_Sedis"
"cor8761",-0.219005528865335,0.353568648881174,"Christensenellaceae_R-7_group","Negativibacillus"
"cor8762",0.626686009679333,0.0031084304948321,"Christensenellaceae_R-7_group","Paludicola"
"cor8763",-0.191739614136607,0.418039035125052,"Christensenellaceae_R-7_group","Phocea"
"cor8764",0.361535454215799,0.11728961030608,"Christensenellaceae_R-7_group","Pygmaiobacter"
"cor8765",0.548681321574942,0.0122384674846229,"Christensenellaceae_R-7_group","Ruminococcus"
"cor8766",0.471802000801283,0.0357106329779365,"Christensenellaceae_R-7_group","Subdoligranulum"
"cor8767",0.384419558794852,0.0942287257476829,"Christensenellaceae_R-7_group","UBA1819"
"cor8768",0.549179532412813,0.0121440255714024,"Christensenellaceae_R-7_group","Peptococcus"
"cor8769",0.901209066070837,5.91935180570299e-08,"Christensenellaceae_R-7_group","Family_XIII_AD3011_group"
"cor8770",0.0610119022411585,0.79831974633538,"Christensenellaceae_R-7_group","Family_XIII_UCG-001"
"cor8771",-0.115409999902295,0.628016587977985,"Christensenellaceae_R-7_group","Intestinibacter"
"cor8772",0.117035866350514,0.623148245411421,"Christensenellaceae_R-7_group","Romboutsia"
"cor8773",-0.0633493340585218,0.790754456004336,"Christensenellaceae_R-7_group","Terrisporobacter"
"cor8774",0.222888396263245,0.344882857443514,"Christensenellaceae_R-7_group","Anaerococcus"
"cor8775",-0.157757550033621,0.506520884310657,"Christensenellaceae_R-7_group","Acidaminococcus"
"cor8776",0.230065962665479,0.329158179614982,"Christensenellaceae_R-7_group","Phascolarctobacterium"
"cor8777",NA,NA,"Christensenellaceae_R-7_group","Succiniclasticum"
"cor8778",NA,NA,"Christensenellaceae_R-7_group","Megamonas"
"cor8779",NA,NA,"Christensenellaceae_R-7_group","Mitsuokella"
"cor8780",-0.0511524805323399,0.830413993083917,"Christensenellaceae_R-7_group","Allisonella"
"cor8781",-0.217699170393102,0.356519050950934,"Christensenellaceae_R-7_group","Dialister"
"cor8782",-0.178860278273866,0.450549569451302,"Christensenellaceae_R-7_group","Megasphaera"
"cor8783",-0.149251267149306,0.529986114959903,"Christensenellaceae_R-7_group","Veillonella"
"cor8784",-0.156419523484369,0.510178519058663,"Christensenellaceae_R-7_group","Fusobacterium"
"cor8785",-0.166974060265702,0.481673758938884,"Christensenellaceae_R-7_group","TM7x"
"cor8786",NA,NA,"Christensenellaceae_R-7_group","Succinivibrio"
"cor8787",-0.140075900868558,0.555848712099898,"Christensenellaceae_R-7_group","Ralstonia"
"cor8788",NA,NA,"Christensenellaceae_R-7_group","Comamonas"
"cor8789",0.292240377831052,0.211189831524557,"Christensenellaceae_R-7_group","Oxalobacter"
"cor8790",-0.148516214634203,0.532037208936181,"Christensenellaceae_R-7_group","Parasutterella"
"cor8791",-0.169095665105792,0.476041291271437,"Christensenellaceae_R-7_group","Sutterella"
"cor8792",NA,NA,"Christensenellaceae_R-7_group","Citrobacter"
"cor8793",NA,NA,"Christensenellaceae_R-7_group","Enterobacter"
"cor8794",-0.1087499702679,0.64811177125349,"Christensenellaceae_R-7_group","Escherichia/Shigella"
"cor8795",NA,NA,"Christensenellaceae_R-7_group","Klebsiella"
"cor8796",-0.0682741612755233,0.774874432226053,"Christensenellaceae_R-7_group","Haemophilus"
"cor8797",0.0123858466131885,0.958667127355913,"Christensenellaceae_R-7_group","Pseudomonas"
"cor8798",NA,NA,"Christensenellaceae_R-7_group","Cloacibacillus"
"cor8799",0.461846577899061,0.0403632924940202,"Christensenellaceae_R-7_group","Akkermansia"
"cor8855",1,1.24596838512387e-139,"Ruminiclostridium","Ruminiclostridium"
"cor8856",0.358825501475901,0.120266372256239,"Ruminiclostridium","Clostridium_sensu_stricto_1"
"cor8857",0.185795934390946,0.432882509339821,"Ruminiclostridium","Anaerofustis"
"cor8858",-0.0744738818941665,0.755005945220905,"Ruminiclostridium","Eubacterium"
"cor8859",0.750958199286123,0.000135849901988538,"Ruminiclostridium","Defluviitaleaceae_UCG-011"
"cor8860",0.0830212317108938,0.727857346788364,"Ruminiclostridium","Agathobacter"
"cor8861",NA,NA,"Ruminiclostridium","Anaerosporobacter"
"cor8862",-0.108019432282466,0.650330654673995,"Ruminiclostridium","Anaerostipes"
"cor8863",-0.00953369031600045,0.968179769393605,"Ruminiclostridium","Blautia"
"cor8864",-0.0747108865822688,0.754249253329477,"Ruminiclostridium","CAG-56"
"cor8865",-0.256939959817236,0.274142549842757,"Ruminiclostridium","Coprococcus"
"cor8866",-0.0733375735613534,0.758636844796707,"Ruminiclostridium","Dorea"
"cor8867",-0.128414915321116,0.589505112960109,"Ruminiclostridium","Eisenbergiella"
"cor8868",-0.112408878905577,0.637041705000684,"Ruminiclostridium","FD2005"
"cor8869",0.229705929296904,0.329936663067363,"Ruminiclostridium","Frisingicoccus"
"cor8870",0.258146907644073,0.271815592599694,"Ruminiclostridium","Fusicatenibacter"
"cor8871",0.0740902766285805,0.756231148290645,"Ruminiclostridium","GCA-900066575"
"cor8872",-0.0124240379255767,0.958539783664272,"Ruminiclostridium","GCA-900066755"
"cor8873",-0.194057036406338,0.412326808998344,"Ruminiclostridium","Howardella"
"cor8874",-0.154139373006987,0.51644048790394,"Ruminiclostridium","Hungatella"
"cor8875",-0.394558737830691,0.0851506990080968,"Ruminiclostridium","Lachnoclostridium"
"cor8876",-0.162781541022439,0.492900729796173,"Ruminiclostridium","Lachnospira"
"cor8877",0.143065845879825,0.547359498748875,"Ruminiclostridium","Lachnospiraceae_AC2044_group"
"cor8878",-0.0426116012122391,0.858428619075214,"Ruminiclostridium","Lachnospiraceae_FCS020_group"
"cor8879",0.616729393981474,0.0037758911366293,"Ruminiclostridium","Lachnospiraceae_ND3007_group"
"cor8880",0.0075013219073241,0.974960815730593,"Ruminiclostridium","Lachnospiraceae_NK4A136_group"
"cor8881",0.473715019074845,0.0348665216138463,"Ruminiclostridium","Lachnospiraceae_NK4B4_group"
"cor8882",-0.125584170921163,0.597802704750912,"Ruminiclostridium","Lachnospiraceae_UCG-001"
"cor8883",-0.117132272651938,0.622860044965746,"Ruminiclostridium","Lachnospiraceae_UCG-002"
"cor8884",-0.112408878905577,0.637041705000684,"Ruminiclostridium","Lachnospiraceae_UCG-003"
"cor8885",-0.0614659142711977,0.796848922003835,"Ruminiclostridium","Lachnospiraceae_UCG-004"
"cor8886",-0.198334359806791,0.401895526596179,"Ruminiclostridium","Lachnospiraceae_UCG-010"
"cor8887",0.381545960454845,0.0969257823689082,"Ruminiclostridium","Lactonifactor"
"cor8888",0.0991256867952442,0.677566501472935,"Ruminiclostridium","Marvinbryantia"
"cor8889",0.171072761846146,0.470822331561414,"Ruminiclostridium","Roseburia"
"cor8890",0.176614614429948,0.456348707355757,"Ruminiclostridium","Sellimonas"
"cor8891",0.031829321167611,0.894025218672879,"Ruminiclostridium","Shuttleworthia"
"cor8892",-0.0128797282792609,0.957020422127822,"Ruminiclostridium","Tuzzerella"
"cor8893",0.0840108313398117,0.724733508701854,"Ruminiclostridium","Tyzzerella"
"cor8894",0.0501522965101528,0.833685152308543,"Ruminiclostridium","UC5-1-2E3"
"cor8895",0.116744858454786,0.624018514649679,"Ruminiclostridium","Monoglobus"
"cor8896",0.150299211736399,0.527068289978614,"Ruminiclostridium","Butyricicoccus"
"cor8897",-0.137373730684131,0.563570972217771,"Ruminiclostridium","UCG-008"
"cor8898",0.198265834771457,0.40206149148104,"Ruminiclostridium","UCG-009"
"cor8899",-0.0305272539353817,0.898338437067254,"Ruminiclostridium","Acetanaerobacterium"
"cor8900",0.450694154545691,0.0461182060005914,"Ruminiclostridium","Colidextribacter"
"cor8901",-0.0977480817781807,0.681820934794843,"Ruminiclostridium","Flavonifractor"
"cor8902",-0.163264941345209,0.491599755344225,"Ruminiclostridium","Intestinimonas"
"cor8903",0.777934762666734,5.39071913920519e-05,"Ruminiclostridium","NK4A214_group"
"cor8904",0.0183168618288397,0.938904369702665,"Ruminiclostridium","Oscillibacter"
"cor8905",0.017158242445338,0.94276265789641,"Ruminiclostridium","Oscillospira"
"cor8906",0.0710402236767784,0.765992480701214,"Ruminiclostridium","Pseudoflavonifractor"
"cor8907",0.101980212255123,0.668780894556691,"Ruminiclostridium","UCG-002"
"cor8908",-0.00262460747730994,0.991237986425052,"Ruminiclostridium","UCG-003"
"cor8909",0.412792847209096,0.070474133633478,"Ruminiclostridium","UCG-005"
"cor8910",0.449635515622308,0.0466956308761441,"Ruminiclostridium","Hydrogenoanaerobacterium"
"cor8911",-0.103396208374189,0.664438013421855,"Ruminiclostridium","Anaerofilum"
