"chen_term","chen_1","chen_2","chen_3","chen_4","chen_5","chen_6","chen_7","chen_8","chen_9","chen_10","chen_11","chen_12","chen_13","chen_14","chen_15","chen_16","chen_17","chen_18","chen_19","chen_20","chen_21","chen_22","chen_23","chen_24","chen_25","chen_26","chen_27","chen_28","chen_29","chen_30"
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.GCA.900066575.NA",4.1292216416415e-20,7.57152881978483e-09,6.75342345133607e-14,1.51474199043373e-30,3.41213706726526e-05,3.90066351007597e-29,4.36793147896983e-05,0.000104986558525758,0.000110352924646623,0.000366409490060271,0.000100417756939394,1.28405745858012e-05,0.000288608341306291,5.23313216102035e-73,9.71895446315482e-05,2.56331818422103e-08,0.00037443619548059,0.000524331742750082,5.75997956518173e-05,6.82915023062681e-05,4.4649034339698e-05,6.10063888206983e-11,0.000183018229791328,0.0002821940169414,0.000334048759699015,0.000286788177983215,0.000802221844505903,0.00034484871635864,9.70259092483209e-05,7.15339634169209e-14
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.GCA.900066755.NA",5.70573083384221e-05,6.18655593197955e-10,4.9179199228291e-32,7.83243276818446e-06,1.37435196733004e-06,1.6190629093536e-61,3.12520948876825e-14,1.17944700331836e-10,7.91114811851597e-51,1.63891653479617e-122,1.49171198914164e-05,5.18190189503727e-06,2.91493521508605e-110,3.38626613111263e-05,3.49437097934179e-21,3.75876805653474e-40,1.24100169894983e-54,2.43266598436729e-81,0.000150357425222097,1.1413267981933e-09,1.75359626961274e-48,3.3305302263885e-14,0.000122145345009467,6.29489311261815e-17,6.3399513209663e-21,2.47819052409934e-05,9.13968595398543e-05,9.16702095751465e-06,1.05551857326976e-05,1.34650080176096e-253
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Howardella.NA",1.30572163293097e-60,3.5686209396673e-31,0.0035855549410628,8.75834234018364e-62,7.70610025777391e-57,1.78023556095787e-113,1.38641806593799e-44,3.68491906969044e-33,1.29224114255021e-35,0.000303385925816495,0.00127119921174742,4.02837544212543e-46,0.000780159051147841,0.000486634100696832,0.000117401678483979,3.13852564601663e-07,4.38415637584315e-77,2.05555640769966e-48,4.18714435489016e-74,7.01375894143047e-09,5.93988173803929e-23,5.21137372204189e-12,2.55616558630141e-72,1.74420499262366e-74,5.03659344612062e-70,7.40036454472612e-96,7.25167193921529e-63,1.23376631900152e-289,5.48152880182802e-86,2.72196343997882e-69
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Hungatella.hathewayi",4.02559617050187e-06,6.79159815196308e-22,8.38337810947136e-61,0.000112457992428413,1.81580873203217e-10,0.000152831013839411,8.54060081914222e-05,7.02126104153554e-17,7.91624134103408e-06,0.000556196912859,0.0028761087663174,4.15418065391924e-25,1.78650551667773e-60,2.47491983805839e-107,1.82435667041107e-27,1.07122300143944e-32,5.98218700052615e-30,1.46677564582382e-10,3.6898712756428e-05,1.07980280181812e-13,1.12805102008058e-05,9.7038002467254e-14,0.00513287028651979,7.08850656093281e-09,8.67608910486618e-05,6.58357720558291e-31,0.000536754429957381,2.91091305897587e-31,0.000223846301128503,1.11799405841669e-28
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnoclostridium.NA",1.22376470711567e-07,1.29397672540945e-08,4.37368242799855e-08,0.00851451860396499,4.25514464260046e-05,0.00232150032585895,0.00427687515866782,1.17481913491729e-06,5.50095928754254e-09,0.00365549835920832,0.0192072518848545,0.000642997140995101,3.21519367455154e-19,0.00208518380214414,0.000829451137193316,1.27737417936923e-05,0.00820276438877125,0.00378574153818674,3.19854031846306e-08,5.17764789632758e-06,1.00707344244191e-11,0.00180197584457468,0.0197999150947197,0.00240228991236694,0.0155810020285953,0.0155728336209639,0.00296205513042643,0.00473644048746582,1.40462140770106e-05,0.000313409900675666
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospira.NA",0.00177981149158144,8.32011355342297e-07,0.00346444501083812,6.86046528251349e-05,1.04448015100048e-06,1.33310988783941e-18,0.000371558430569242,0.00239976439216241,0.000491113170238275,0.000681495785345677,2.21879268840281e-07,2.09926302926884e-05,0.0033108331908507,0.00227887020546328,0.00224121793663822,0.000164746246225426,0.00270991611814205,0.00508365777059314,7.38242261287374e-09,2.70833339276228e-09,0.00499690272916095,0.000164870815512396,2.49115561323201e-05,4.71601697903829e-06,1.16091617929597e-05,1.78115176334125e-05,8.9906600675816e-25,0.00373445461814738,0.000891748260998388,0.00169304613528949
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_AC2044_group.NA",1.41821162979628e-17,3.27532648721905e-19,0.000687052147810064,5.08624318391483e-53,8.16464661251585e-22,2.66619559269086e-88,2.15532318480457e-29,1.09092790357765e-11,1.0054366483491e-08,3.75246477662075e-115,6.24930546790036e-48,2.32333156398295e-30,3.19614989457192e-33,1.33424923655082e-67,6.14473679159682e-05,0.00030349017991101,8.95690146901068e-35,1.20014988586005e-42,1.11628773410669e-42,1.94264585216727e-05,3.39936311204338e-05,3.82906861136194e-05,1.98080484477252e-36,7.59803392443435e-06,2.8249650161058e-18,7.91532730105309e-21,1.9778343606884e-109,1.87442127163466e-31,0.000980473064028013,6.08069806468002e-49
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_FCS020_group.NA",0.000246278777641157,0.000147556791025728,0.00164331542870952,0.000154675695791614,0.00182593250329248,1.09831787314763e-54,0.00017214754391378,0.00105452428632395,0.0004044860912694,0.00225873931390535,1.14550244739144e-05,0.00027276857462783,2.27313449974157e-46,0.000408774114557992,0.000364303584219535,0.000769644541344995,1.54541298206932e-05,0.00037643600189828,5.06354707596473e-20,0.001425503481098,0.00149518413479001,0.000174530986917255,7.59699868443725e-13,9.75177246112283e-05,2.53004954509784e-13,0.000124956958066416,0.000177750906946077,9.20549413569221e-18,0.00181556796316523,0.000259887269113764
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_ND3007_group.NA",0.000432144743070801,3.68555295554903e-05,4.18790603651527e-10,0.000970133782121852,7.97945644570445e-09,5.9212271686518e-62,2.91272321544926e-11,0.0006291275215053,0.00356513162512284,0.00411685439398264,7.63337225504659e-18,3.68320070609058e-15,0.00352196403999474,0.00192204077883268,0.00165511639857382,9.48339909884286e-15,2.07802476197883e-47,0.000347885442527062,5.81525137811583e-10,8.82922703431599e-10,0.000423224569395896,0.000346393531932559,2.99375099967231e-26,7.6068024335544e-08,0.000348781886511787,0.000534468965213393,1.23853649594074e-05,0.0155262141429087,6.64806032228702e-05,1.2004996040823e-08
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_NK4A136_group.NA",7.28156872623187e-07,5.41300269296453e-10,0.00379545896742094,5.63880224907982e-31,0.00909360186743517,3.40505749125056e-07,7.75344038587533e-07,0.00172132503839966,0.0017722286001846,3.33223653338274e-14,1.72255761447887e-55,0.00394600552864146,1.70128679025676e-07,0.00187687777218424,0.000890102698760444,0.00305613714127789,5.35953069187817e-40,0.00570876689136069,0.000902354994078388,0.00749329185857713,1.56937834958728e-14,7.00347016412993e-08,0.0488964256480277,2.01285360599132e-14,2.11244523384443e-14,0.00092090874258368,0.0110201732184481,0.012479351066654,2.45163139325084e-13,2.55600358573054e-08
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_NK4B4_group.NA",1.50045716292453e-35,1.72904777562108e-24,0.000684511689858946,1.39886762691376e-50,1.68634744399076e-17,4.90733380910347e-88,1.1259530170178e-27,1.2047341234779e-28,0.00212890696788007,5.75942050773445e-146,7.37390631404711e-51,4.10071873523353e-20,0.000155756620886447,9.6986846693081e-79,5.17055724042055e-13,0.0017969549526621,0.000364446762550794,9.0074031984173e-22,6.34121027295507e-42,2.40593661957259e-06,1.03666438106419e-05,1.09849965657313e-30,5.47583185596036e-21,9.64031778696329e-08,5.49664559483851e-21,8.4992081509777e-64,3.34142557938744e-52,1.24079604290379e-71,0.000986833225798816,3.34723995939374e-36
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_UCG.001.NA",7.59651900660269e-13,1.77361145482502e-15,0.00191689274227459,1.25790879925249e-40,1.93705150165712e-05,8.90717407493244e-40,1.04973842975248e-17,1.63987627973725e-07,1.12697600977391e-05,3.99888300840129e-66,1.57145303739006e-54,0.000511924884359081,1.15153945886815e-38,0.000527033406031304,0.0013137650856728,3.9376678306943e-05,0.000110105806677578,1.10822255572196e-12,1.80097874383816e-15,7.70608996533765e-08,6.67636294046932e-06,8.46132206138311e-20,3.30986854535612e-18,0.000138917804908954,3.92697496404242e-19,4.72711904188201e-34,0.000216202816607902,0.00402887111064947,0.000705318057744452,1.3240806519526e-05
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_UCG.004.NA",4.07103589148671e-10,2.21752488284631e-28,1.75388445782494e-35,7.55784931284919e-05,1.42401593832554e-08,2.02467262599164e-25,0.000118881880346107,5.41155542410406e-11,6.35404654988339e-05,3.35001231636199e-46,6.24476551392207e-35,0.000175112832682315,0.000550632146533041,2.84972680231192e-70,5.38678988242746e-52,9.94221300438479e-15,3.98112252302103e-30,9.28243429062054e-27,9.94771320942119e-06,1.08154622315539e-10,2.69446884697343e-20,0.000128810299311419,0.000823447829882302,6.5400588343535e-130,5.65543322324151e-24,2.3698704553526e-19,2.23788830944514e-11,2.96362304084994e-09,1.25644573819975e-15,3.5201344932476e-22
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_UCG.010.NA",0.000337211463605883,0.00110649185980729,1.19467443144069e-06,1.1412911128278e-22,0.000147507307499505,0.000193754424311328,0.000343923928630185,7.38642071073506e-05,4.156253955647e-06,0.00116529854235792,0.000259061456832957,0.000457037223017015,0.00210098635054628,0.000190588173817684,1.8778960971355e-05,5.79909630546674e-05,0.000211368119143124,3.86900511781808e-07,0.000981444100712108,0.0010192796467734,0.00183023846198605,0.00166443057930277,0.000379647651089637,1.4222988844269e-08,0.00103555871051436,0.000859780763096962,2.47945576033984e-05,4.69197744439284e-06,0.000820309695677835,9.42042583862982e-05
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_XPB1014_group.NA",2.66342532154654e-69,1.49950348723809e-149,2.54204945095827e-94,1.14496528750226e-52,0.000210064153543117,1.43941578200485e-72,2.54540866074257e-19,1.60389164720683e-72,3.21040125145247e-17,4.44600911609099e-212,4.33442601901822e-66,3.01062611672615e-52,1.86317597248843e-67,9.75695299130785e-136,5.68400370667685e-118,6.33192493110255e-87,3.49146203083109e-91,3.93243629075566e-39,3.77077549607009e-78,1.35029900287219e-08,1.28473404188543e-77,1.69044566632797e-228,4.18046836219182e-05,5.15962830782241e-46,3.15749386928906e-33,2.38455351351186e-99,4.77304490854028e-35,4.67635144340953e-104,3.06873277882512e-18,2.82751938615444e-119
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lactonifactor.longoviformis",6.28470511860912e-05,2.15307170910802e-30,1.74032309054592e-271,6.30002389608435e-05,3.6086860368552e-05,2.5270979909256e-14,4.04023115609403e-05,3.23224525729883e-25,4.7077666854891e-100,3.60016250940205e-31,1.16098289688808e-09,1.21374860808306e-13,2.96084468579326e-90,1.54904295399934e-119,1.01016433312003e-140,1.18954675587358e-309,5.55470423629158e-05,0.000213862817276454,1.7643303067822e-05,7.47562347886442e-08,4.47619597442055e-133,2.76131097920048e-13,2.11059141698485e-07,1.11308652516094e-76,1.72897117843867e-05,3.67288729607543e-34,0.00393339534963223,6.41789939807968e-110,1.81905834991715e-12,1.49783327073604e-39
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Marvinbryantia.NA",4.77362256248135e-18,9.30657906522359e-19,0.00899646344951182,0.00182857979228217,4.38415798330645e-11,3.05576514232891e-57,0.000445987327555932,9.41886888156418e-06,0.00351503600534932,0.0030638752867839,0.000328737682926898,1.34579606179913e-05,2.13632985393107e-05,0.00182277091575498,0.00175273370769585,5.13982690804351e-10,0.000309935148801646,1.41370261315704e-05,4.68539178032076e-21,4.80585849744937e-12,0.00284936752149235,4.84336004342987e-09,1.78286315219402e-11,0.000135400060358535,6.0594127869695e-20,0.000706219547695609,8.86280155777048e-05,7.97850774394052e-12,0.00460905486214887,3.51929868391486e-05
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Moryella.NA",5.31067361816606e-27,9.77489423840484e-17,0.000678262610454594,6.64159134801475e-05,8.87267703261332e-05,2.74807598821062e-67,1.83635182516498e-11,5.71905556229351e-19,0.000124395744165373,0.000174042186122584,2.7159266538285e-61,0.000149027109910103,8.76138033052218e-52,0.000362322234295017,2.11701726672017e-18,0.000159289009403061,3.20157671780669e-43,1.24386646552422e-17,3.76757850602368e-05,1.2771905856642e-06,0.000181960216022343,3.02817523251743e-15,9.56901779307364e-05,5.12291508586942e-05,8.07719184566852e-35,3.32379219985543e-58,8.90596401839329e-29,2.73931322464166e-33,4.29324636172416e-14,5.49476932362846e-13
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Roseburia.NA",1.16171105393785e-06,0.000451540367662597,0.0746829466192134,0.00733219312340484,0.00436230466470081,1.43573165435985e-12,5.68539856313565e-05,0.000973657188145717,0.00968210161940094,0.000610937137060924,2.39707853222453e-11,0.00145534153525695,0.0505055449751788,0.00609939583202064,0.000576067104720331,0.00708356755976484,1.79687714727035e-07,0.00725209210989669,0.00508233601896743,4.76266314945445e-05,0.00763599367137961,0.00764821405322663,0.00848281863246659,0.000206898247857777,0.00429405472954921,0.00102075603272253,0.000847217158527123,0.00383724696300046,0.011627246843737,0.00470226068962332
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Sellimonas.NA",0.00114662268006354,6.11918768217567e-05,2.00467992903253e-13,4.86913087379967e-78,1.90873364870632e-21,2.14266380935694e-61,4.43984612045533e-22,2.45325360815406e-15,8.92956844693283e-05,9.8111911702813e-35,0.00050239028459276,0.00113898570130056,0.000568824601766861,2.09564484578726e-81,2.37410255591056e-07,1.19343675976095e-36,0.0061255270047702,0.00119974193189509,0.000330537775677563,5.37162039033237e-13,1.05149709188968e-09,5.90900888146464e-23,2.10659055237757e-10,2.25454829512297e-21,0.000148009019313658,8.92530271654626e-29,1.96281861307607e-32,8.36842984415982e-05,3.29070881481121e-07,8.11262190769e-36
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Shuttleworthia.NA",9.66260123254632e-34,0.000266288441975932,1.08013760523815e-28,3.74070644753171e-28,0.000105197303772022,0.000300286346365496,2.32952387757577e-12,0.000232087969293535,6.4718706293062e-06,0.000146288049819698,0.000835080056540389,7.12605325560271e-19,1.22057213576722e-54,0.00027138183000454,9.24162826848402e-08,0.000280942229137212,0.000940269053957577,3.21416517179636e-22,2.96545850738951e-07,2.39836536520544e-05,1.08207354150372e-12,3.97804966691479e-23,7.13358322445335e-14,0.00182132469409693,0.00102345174514128,1.43017875784378e-47,1.56760162951122e-57,5.06806636330082e-05,1.93783988257057e-06,5.0691516506868e-55
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Tuzzerella.NA",0.000951837928475482,0.00273721019411389,6.36499966082546e-25,4.18404278846863e-24,3.53543175207258e-05,6.81124706638491e-28,2.43599787557761e-06,3.86559643293047e-06,1.00236917633829e-23,6.46619963365771e-32,1.24302009749299e-40,0.00386674581708485,2.0604924486838e-41,0.000284023509571971,8.22148712552816e-16,6.51221472006033e-25,1.00245257390088e-05,3.51487532470882e-14,0.000613421761131844,6.71648561468765e-05,5.01705688530767e-15,0.00358562549703162,0.000144361646097148,3.31728925859253e-14,0.00375832164428638,0.00774935315507423,2.29127507160881e-18,9.55754805517077e-06,2.19174145421851e-08,3.5880169298811e-12
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Tyzzerella.NA",1.85816632787875e-20,4.58116807621245e-54,2.23946451619942e-54,2.70228831146821e-58,9.84778436217328e-05,1.00713509134273e-72,1.78845140843779e-23,1.27769004346126e-20,2.32435367909087e-09,5.2564599922995e-71,9.27396474910775e-50,5.25468858491038e-48,1.44980558949478e-21,1.46748513591128e-05,1.20414669201367e-16,6.88567518229814e-38,2.25161251156586e-34,1.70003450588083e-39,2.95185723962864e-18,6.9426041875457e-08,1.9732588849438e-37,1.75528075279731e-37,1.82458504905564e-38,1.22017166237828e-09,3.40774348093946e-16,0.00275477250275453,8.43014348679597e-22,0.00140152353663393,0.000630022957523574,1.45768078447833e-69
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.UC5.1.2E3.NA",6.78281212263891e-05,0.000149420962689708,0.000190799883023149,2.25043482211972e-41,1.35883576870622e-13,2.13660291184095e-62,1.53301962964586e-06,1.00801699676949e-08,8.74035263402543e-05,1.03362356349991e-65,1.48433010608325e-48,4.1883785010072e-05,2.87519632681629e-47,0.0001246819261136,1.47555300664114e-21,0.000117645747289552,0.00068049991192215,6.82262339977008e-13,1.66243461135905e-27,2.21323147775317e-17,1.49632401063362e-06,3.67199800864902e-21,2.67244819447884e-09,0.000108030985676619,9.98656551516569e-33,0.000289293470261928,0.00117929430137757,8.33908803520931e-05,2.52308292618058e-09,7.66599575738116e-42
"Bacteria.Firmicutes.Clostridia.Monoglobales.Monoglobaceae.Monoglobus.NA",0.0110092838331746,7.51752968357541e-06,1.22464488578342e-05,9.41191659080818e-10,0.00372665351643843,5.24799863174411e-05,9.53861584368747e-05,0.00906920650596457,0.0089412381841776,0.001459632786981,0.000327242979812671,0.0160786527637005,0.000916827880297019,0.00335104942833288,1.28868405983745e-05,0.00321625317926243,3.25854177556019e-28,0.0136626251943603,3.47569493866836e-10,0.000624168698255414,0.000574762059629411,0.00193931627993927,0.0174309045630417,6.24060963326179e-05,1.80350982459286e-06,0.000887524297605351,0.0391468247009984,1.36222667824217e-07,0.00447942409765522,5.1011807261428e-05
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Butyricicoccaceae.Butyricicoccus.NA",0.00137663455128711,5.45666401830677e-05,0.0148038070178027,0.00119822067065486,0.000288313990945547,0.000243404501979634,0.00121758842157031,0.00938969664370636,0.00299192774742787,0.0214381493865704,0.00230344394768326,0.00465384725321075,0.00542487616110693,0.00331671897934918,0.00686268322350662,2.84954478493935e-06,0.00464239103472112,0.0127901604472162,2.37492572035617e-12,2.15763667515831e-07,6.29070750643073e-06,0.0109312909507249,4.77600835305265e-08,5.59997364718705e-05,0.00180150588402109,0.0101263251090156,0.00371104114006492,0.00102322713759554,0.000331826823889814,0.0151115716459701
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Butyricicoccaceae.UCG.008.NA",7.19025377365834e-17,1.38029822711993e-05,3.71654290797197e-11,2.35241806622146e-70,8.74947586834113e-32,8.63287938239892e-96,2.83208419077394e-25,3.81105608746584e-20,0.00252846116151867,1.00875197494316e-49,2.16410175341866e-225,4.08899650807776e-09,1.08333815860044e-41,1.07660710699241e-43,8.85521456357223e-11,2.22827831340637e-12,2.4546875867365e-34,2.69759583047797e-50,3.60251822935394e-06,6.24910354831851e-07,8.08544860448907e-05,6.11072709429613e-06,1.19678713947743e-71,9.99663154680659e-27,0.000123387245792284,2.1001512098017e-05,1.75157400582994e-66,3.08398446761357e-16,1.57213402132722e-14,0.000490268691353324
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Butyricicoccaceae.UCG.009.NA",6.93605659494563e-05,2.79061362736682e-11,0.00117387133456949,2.7278016833991e-58,6.26245996354312e-17,9.06122493080743e-18,8.42565656350024e-05,1.31520617769154e-25,0.00107544207221131,2.32548019847609e-46,1.87379071349083e-64,4.96930410822533e-15,0.00018326074626363,0.000657879715080431,0.000447045527822776,9.87327243652079e-13,0.00030333645408431,6.58335695940362e-36,4.63628565437897e-35,1.05716706573618e-16,8.78798841113784e-06,1.56969590629078e-19,2.6672555593506e-17,0.000340568706324669,7.88444784040954e-25,4.47797892957507e-66,2.61092696360959e-05,6.35112208338163e-59,1.06870084541298e-09,4.54496029686825e-09
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Ethanoligenenaceae.Acetanaerobacterium.NA",8.38288457386136e-05,0.00010691427986019,2.73949320950833e-15,1.44343928138155e-36,1.87649131141557e-18,6.17310617621713e-62,1.43551880188067e-09,2.68571925587293e-05,3.23866203252191e-05,6.99063730976062e-05,0.000180513499063503,2.23508483771636e-18,6.57565601411469e-05,2.05237516477034e-123,1.74294666501244e-20,0.000233873671605255,3.63919358692085e-05,3.92028271211083e-06,2.64748611316994e-05,1.75053378128935e-27,9.47781509180052e-06,3.46057793947688e-06,3.98035973252767e-05,8.25887679652127e-05,8.37470234118679e-08,3.76363535633774e-05,0.000280390210257843,4.78431044572299e-05,2.00281496717242e-05,1.16285211088437e-31
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Ethanoligenenaceae.Ethanoligenens.NA",1.17056919107083e-32,2.81238945704538e-24,2.10734711913526e-05,2.68686447999142e-67,1.21247224289157e-18,1.04541734002279e-16,4.67569685090542e-30,4.16613748792116e-40,4.25324594791493e-27,1.99576532285306e-142,2.86093805893728e-28,2.2695198943849e-28,0.000121182235432264,5.84612084328161e-146,9.15088016024486e-24,0.00857019544063887,5.2577012518843e-40,3.9052096127822e-43,3.40415386563465e-27,2.46451569124272e-09,2.49101219660415e-10,1.17516291177265e-25,8.36730390371097e-43,0.00580806730074102,3.30802992550627e-17,1.06070956888564e-52,1.62278564209976e-73,8.83456358131363e-84,0.00281729150654307,1.62859233567341e-40
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Colidextribacter.NA",3.19248632320229e-17,0.000427182388307425,0.000694333105304453,2.30728002053365e-09,0.000390196141828959,0.000273381154685578,0.00454062969317341,3.67708941721334e-12,0.00363988882363322,1.10821747899823e-13,0.00165168593029939,0.000101135634528664,0.000263029585057172,0.0046713300470764,0.000225078130838936,0.000819515898196971,0.00222281118630537,4.3638862017061e-05,0.000422370176109238,0.000989445766815933,0.0018874522903388,0.000216716027522464,1.2133045670797e-05,0.0134576653353486,0.00262681334649017,0.00107867501847255,0.00954508415453268,9.05593285667877e-21,0.00166012474869785,6.22073800807438e-07
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Flavonifractor.plautii",0.000434840232271803,2.45015655186384e-08,1.61633753720189e-24,0.000802633091566439,0.000973458853725566,0.00192874435011714,0.0154110880262692,1.03822074822415e-06,3.0696588680136e-31,6.18079414827419e-19,0.00096902604064171,0.000250781780261723,4.19539417677116e-20,1.55634061829044e-10,1.46472483734802e-15,2.63592426840128e-16,1.56790583056799e-11,2.05401158034334e-11,3.34350161765314e-06,2.83627864529825e-07,1.04277886357464e-16,0.00065573860371447,0.00443310660922895,6.65099863204904e-18,0.00410336270667685,0.00442606284451244,0.00387305489298238,2.11683404828845e-05,1.48595960108321e-09,4.45716740464083e-13
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Intestinimonas.NA",0.000647541464169899,0.00168104137456465,0.00380212785658677,4.90640074013086e-50,1.45201949063016e-11,0.00038049376459847,4.06661073662916e-05,6.87211537398269e-15,0.00113112288325974,6.40139481250668e-35,1.06540571692998e-19,0.000414714922181269,7.69773882068683e-52,0.00307695851394491,0.000384355340411725,1.33440131089361e-05,0.0304170449196275,2.69651652214964e-11,0.000289033681591452,0.00173963238601659,1.18976558434792e-05,5.26646871418126e-12,0.000922595812063176,0.00226099306824038,1.08322213452226e-10,0.00110181275004164,1.38173008170998e-23,8.58717348255371e-34,0.00161100725547194,0.00343598730482809
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.NK4A214_group.NA",1.96044891394746e-07,0.0025070877856194,0.0198398216604821,3.33585322086286e-44,3.48243194383285e-08,2.04386288585854e-43,3.99342344505837e-12,2.45127793628895e-20,0.0152292131356354,1.67042704862628e-28,4.33589456991551e-39,1.15778252918072e-14,0.00492555040692034,0.00154767816962534,0.00758210539581575,0.00668552264639433,0.00400632691278293,0.000184813395895084,5.36409484092228e-13,0.0184279358807016,0.0193066875733929,6.1014701772312e-28,1.19043540637511e-06,0.0183867801412654,0.000206800267004996,9.7954388044004e-42,1.3700748681437e-27,9.14327427941748e-25,0.00220827548449719,3.72289274940016e-10
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Oscillibacter.NA",3.67541491505022e-05,7.22066413837574e-10,0.000796433721176422,8.18936350051589e-06,4.46756006067669e-20,2.72007628376527e-05,3.94234646791381e-17,6.21794112420383e-17,0.00022260522295662,2.62583743344572e-25,2.79653307054343e-11,1.44702266932523e-21,0.000512779442860668,0.00077697970283108,1.26335105549918e-06,0.000993907512597085,0.00193687569332279,0.000138832539966953,2.55198590169402e-05,0.00017919736421043,3.71045297335761e-10,5.77843536379549e-23,1.48175717110645e-06,0.00299532485254286,0.00111823700485458,4.81864843578482e-05,0.00850742359517794,9.63621484940208e-20,0.000844253568326066,2.42545151331405e-24
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Oscillospira.NA",0.00179808148930994,0.00228771553582218,1.47105926971189e-06,0.0019520889380643,0.000371775568606484,0.000966050848350467,2.58020982913128e-05,0.000428779752812622,0.000521014237394835,9.92801152509118e-05,5.512249244794e-05,0.000255468575401037,0.00103315831636354,0.000690846341869034,0.00127063430492383,0.0010029001026571,0.000685791774053977,1.32003918548037e-06,0.00126948693619524,0.00142920925979504,0.00110142270516031,2.47427327748514e-05,0.00321832380494185,0.000471942655887816,0.0147102319492721,0.000968596440741458,0.00217441844546574,0.000470595298650449,0.000198908348377899,2.67451441827032e-10
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Pseudoflavonifractor.NA",1.4391222405678e-23,5.33056809835171e-101,1.50596086877699e-63,2.23305657412024e-47,1.71668188983824e-05,4.63523459750424e-78,6.92166764304548e-15,3.55025088804186e-17,0.000121146830285663,2.63948890641191e-85,6.64274286555866e-68,0.000257342668879543,1.01463251891301e-68,7.94315537532427e-05,1.58492362698113e-23,1.10607916171136e-75,1.8005177478809e-23,8.90328116043831e-14,1.13160560918746e-51,9.82092665434225e-39,1.08606335041604e-06,2.21308255672864e-42,2.67598521875684e-28,9.97563359291711e-39,3.4180790151958e-47,1.43764698376055e-26,0.000149845610783579,1.12563333028934e-26,1.70457943330099e-22,3.52710581267478e-20
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.UCG.002.NA",0.00610858754093312,0.00768768608640943,0.0167754469052923,8.19893109542561e-26,0.0232873054738096,3.31060830254049e-30,0.00063683297407212,1.43228476938571e-09,0.0907904082205416,0.000370367103191861,0.00649312790805888,2.41642631694447e-05,0.022856630711913,0.0465595632660457,0.00335332284459216,0.00481288700538094,1.12742678624889e-11,0.0055494897488211,0.000946039031084451,0.0793020126909602,0.0736927994222902,5.5998199818497e-08,4.63706371854658e-06,0.0472780585100026,0.00257504338544677,0.000378683491911344,2.85147403873201e-28,1.45024418601436e-07,0.0116194850378218,0.00012103019051329
